Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[('Với', 'E', 'B-PP', 'O'), ('chất', 'N', 'B-NP', 'O'), ('giọng', 'N', 'B-NP', 'O'), ('đẹp', 'A', 'B-AP', 'O'), ('và', 'C', 'O', 'O'), ('phong cách', 'N', 'B-NP', 'O'), ('biểu diễn', 'V', 'B-VP', 'O'), ('"', 'CH', 'O', 'O'), ('bốc lửa', 'X', 'O', 'O'), ('"', 'CH', 'O', 'O'), (',', 'CH', 'O', 'O'), ('Ngọc Anh', 'Np', 'B-NP', 'B-PER'), ('khá', 'R', 'O', 'O'), ('thành công', 'V', 'B-VP', 'O'), ('trên', 'E', 'B-PP', 'O'), ('con', 'Nc', 'B-NP', 'O'), ('đường', 'N', 'B-NP', 'O'), ('ca hát', 'M', 'B-NP', 'O')]
Anh Hùng thì làm nhạc, hòa âm cho tôi và luôn động viên an ủi	[('Anh Hùng', 'N', 'B-NP', 'O'), ('thì', 'C', 'O', 'O'), ('làm', 'V', 'B-VP', 'O'), ('nhạc', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('hòa âm', 'V', 'B-VP', 'O'), ('cho', 'E', 'B-PP', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('và', 'C', 'O', 'O'), ('luôn', 'R', 'O', 'O'), ('động viên', 'V', 'B-VP', 'O'), ('an ủi', 'V', 'B-VP', 'O')]
Lúc nào anh cũng đứng trong cánh gà dõi theo khi tôi lên sân khấu hát	[('Lúc', 'N', 'B-NP', 'O'), ('nào', 'P', 'B-NP', 'O'), ('anh', 'Nc', 'B-NP', 'O'), ('cũng', 'R', 'O', 'O'), ('đứng', 'V', 'B-VP', 'O'), ('trong', 'E', 'B-PP', 'O'), ('cánh gà', 'N', 'B-NP', 'O'), ('dõi', 'V', 'B-VP', 'O'), ('theo', 'V', 'B-VP', 'O'), ('khi', 'N', 'B-NP', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('lên', 'V', 'B-VP', 'O'), ('sân khấu', 'N', 'B-NP', 'O'), ('hát', 'V', 'B-VP', 'O')]
Anh nắm tay chia sẻ mọi niềm vui, nỗi buồn và những lúc mệt mỏi	[('Anh', 'Nc', 'B-NP', 'O'), ('nắm', 'V', 'B-VP', 'O'), ('tay', 'N', 'B-NP', 'O'), ('chia sẻ', 'V', 'B-VP', 'O'), ('mọi', 'L', 'B-NP', 'O'), ('niềm', 'N', 'B-NP', 'O'), ('vui', 'A', 'B-AP', 'O'), (',', 'CH', 'O', 'O'), ('nỗi', 'N', 'B-NP', 'O'), ('buồn', 'A', 'B-AP', 'O'), ('và', 'C', 'O', 'O'), ('những', 'L', 'B-NP', 'O'), ('lúc', 'N', 'B-NP', 'O'), ('mệt mỏi', 'A', 'B-AP', 'O')]
Một phần thành công của tôi bắt đầu từ những điều như thế	[('Một', 'M', 'B-NP', 'O'), ('phần', 'N', 'B-NP', 'O'), ('thành công', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('bắt đầu', 'V', 'B-VP', 'O'), ('từ', 'E', 'B-PP', 'O'), ('những', 'L', 'B-NP', 'O'), ('điều', 'N', 'B-NP', 'O'), ('như', 'C', 'O', 'O'), ('thế', 'P', 'B-NP', 'O')]
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	[('-', 'CH', 'O', 'O'), ('Người ta', 'P', 'B-NP', 'O'), ('bảo', 'V', 'B-VP', 'O'), ('tình yêu', 'N', 'B-NP', 'O'), ('có', 'V', 'B-VP', 'O'), ('hai', 'M', 'B-NP', 'O'), ('mặt', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('nhưng', 'C', 'O', 'O'), ('dường như', 'X', 'O', 'O'), ('cuộc sống', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('chị', 'Nc', 'B-NP', 'O'), ('nhiều', 'A', 'B-AP', 'O'), ('màu', 'N', 'B-NP', 'O'), ('hồng', 'A', 'B-AP', 'O'), ('hơn', 'A', 'B-AP', 'O')]
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	[('Tình yêu', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('nghệ sĩ', 'N', 'B-NP', 'O'), ('thường', 'R', 'O', 'O'), ('lãng mạn', 'A', 'B-AP', 'O'), ('và', 'C', 'O', 'O'), ('đẹp', 'A', 'B-AP', 'O'), ('hơn', 'A', 'B-AP', 'O'), (',', 'CH', 'O', 'O'), ('hay', 'C', 'O', 'O'), ('nghệ sĩ', 'N', 'B-NP', 'O'), ('yêu', 'V', 'B-VP', 'O'), ('cũng', 'R', 'O', 'O'), ('khác', 'A', 'B-AP', 'O'), ('người', 'N', 'B-NP', 'O'), ('bình thường', 'A', 'B-AP', 'O'), ('?', 'CH', 'O', 'O')]
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	[('Tình yêu', 'N', 'B-NP', 'O'), ('hai', 'M', 'B-NP', 'O'), ('mặt', 'N', 'B-NP', 'O'), ('là', 'V', 'B-VP', 'O'), ('sự thực dụng', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('đến', 'V', 'B-VP', 'O'), ('với', 'E', 'B-PP', 'O'), ('nhau', 'N', 'B-NP', 'O'), ('không', 'R', 'O', 'O'), ('bằng', 'A', 'B-AP', 'O'), ('tình cảm', 'N', 'B-NP', 'O'), ('mà', 'C', 'O', 'O'), ('vì', 'E', 'B-PP', 'O'), ('cái', 'Nc', 'B-NP', 'O'), ('này', 'P', 'B-NP', 'O'), ('cái', 'T', 'O', 'O'), ('nọ', 'P', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('đã', 'R', 'O', 'O'), ('"', 'CH', 'O', 'O'), ('cân', 'V', 'B-VP', 'O'), ('đong đo', 'N', 'B-NP', 'O'), ('đếm', 'V', 'B-VP', 'O'), ('"', 'CH', 'O', 'O'), ('thì', 'C', 'O', 'O'), ('làm sao', 'X', 'O', 'O'), ('có', 'V', 'B-VP', 'O'), ('hạnh phúc', 'N', 'B-NP', 'O'), ('được', 'R', 'O', 'O'), ('mà', 'C', 'O', 'O'), ('đó', 'P', 'B-NP', 'O'), ('chỉ', 'R', 'O', 'O'), ('là', 'V', 'B-VP', 'O'), ('ảo giác', 'N', 'B-NP', 'O'), ('thôi', 'T', 'O', 'O')]
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	[('Khi', 'N', 'B-NP', 'O'), ('còn', 'R', 'O', 'O'), ('sống', 'V', 'B-VP', 'O'), ('"', 'CH', 'O', 'O'), ('tung tăng', 'N', 'B-NP', 'O'), ('"', 'CH', 'O', 'O'), ('thì', 'C', 'O', 'O'), ('khác', 'A', 'B-AP', 'O'), ('nhưng', 'C', 'O', 'O'), ('đã', 'R', 'O', 'O'), ('quyết định', 'V', 'B-VP', 'O'), ('làm', 'V', 'B-VP', 'O'), ('bạn', 'N', 'B-NP', 'O'), ('đời', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('nhau', 'N', 'B-NP', 'O'), ('thì', 'C', 'O', 'O'), ('phải', 'V', 'B-VP', 'O'), ('có', 'V', 'B-VP', 'O'), ('trách nhiệm', 'N', 'B-NP', 'O'), ('cùng', 'A', 'B-AP', 'O'), ('xây dựng', 'V', 'B-VP', 'O'), ('gia đình', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('chăm lo', 'V', 'B-VP', 'O'), ('con cái', 'N', 'B-NP', 'O'), ('và', 'C', 'O', 'O'), ('hiếu thảo', 'V', 'B-VP', 'O'), ('với', 'E', 'B-PP', 'O'), ('cha mẹ', 'N', 'B-NP', 'O')]
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	[('Tôi', 'P', 'B-NP', 'O'), ('nghĩ', 'V', 'B-VP', 'O'), ('trong', 'E', 'B-PP', 'O'), ('tâm hồn', 'N', 'B-NP', 'O'), ('ai', 'P', 'B-NP', 'O'), ('cũng', 'R', 'O', 'O'), ('có', 'V', 'B-VP', 'O'), ('sự', 'N', 'B-NP', 'O'), ('lãng mạn', 'A', 'B-AP', 'O'), (',', 'CH', 'O', 'O'), ('nhưng', 'C', 'O', 'O'), ('tùy', 'V', 'B-VP', 'O'), ('tính cách', 'N', 'B-NP', 'O'), ('mà', 'C', 'O', 'O'), ('nó', 'P', 'B-NP', 'O'), ('bộc lộ', 'V', 'B-VP', 'O'), ('như', 'C', 'O', 'O'), ('thế nào', 'P', 'B-NP', 'O')]
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	[('Tình yêu', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('nghệ sĩ', 'N', 'B-NP', 'O'), ('hay', 'C', 'O', 'O'), ('ai', 'P', 'B-NP', 'O'), ('cũng', 'R', 'O', 'O'), ('đều', 'R', 'O', 'O'), ('đẹp', 'A', 'B-AP', 'O'), ('như', 'C', 'O', 'O'), ('nhau', 'N', 'B-NP', 'O')]
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	[('-', 'CH', 'O', 'O'), ('Sau', 'N', 'B-NP', 'O'), ('giờ', 'N', 'B-NP', 'O'), ('diễn', 'V', 'B-VP', 'O'), ('trên', 'E', 'B-PP', 'O'), ('sân khấu', 'N', 'B-NP', 'O'), ('và', 'C', 'O', 'O'), ('tất bật', 'A', 'B-AP', 'O'), ('trong', 'E', 'B-PP', 'O'), ('việc', 'N', 'B-NP', 'O'), ('kinh doanh', 'V', 'B-VP', 'O'), ('của', 'E', 'B-PP', 'O'), ('công ty', 'N', 'B-NP', 'B-LOC'), ('nghệ thuật', 'N', 'B-NP', 'I-LOC'), ('Ngọc Anh', 'Np', 'B-NP', 'I-LOC'), (',', 'CH', 'O', 'O'), ('chị', 'Nc', 'B-NP', 'O'), ('thường', 'R', 'O', 'O'), ('dành', 'V', 'B-VP', 'O'), ('thời gian', 'N', 'B-NP', 'O'), ('rảnh', 'A', 'B-AP', 'O'), ('vào', 'E', 'B-PP', 'O'), ('việc', 'N', 'B-NP', 'O'), ('gì', 'P', 'B-NP', 'O'), ('?', 'CH', 'O', 'O')]
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	[('-', 'CH', 'O', 'O'), ('Nấu', 'V', 'B-VP', 'O'), ('những', 'L', 'B-NP', 'O'), ('món', 'N', 'B-NP', 'O'), ('ngon', 'A', 'B-AP', 'O'), ('cho', 'E', 'B-PP', 'O'), ('cả', 'P', 'B-NP', 'O'), ('nhà', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('sắm', 'V', 'B-VP', 'O'), ('vài', 'L', 'B-NP', 'O'), ('bộ đồ', 'N', 'B-NP', 'O'), ('mới', 'R', 'O', 'O'), ('cho', 'V', 'B-VP', 'O'), ('anh', 'Nc', 'B-NP', 'O'), ('Hùng', 'Np', 'B-NP', 'B-PER'), (',', 'CH', 'O', 'O'), ('chăm sóc', 'V', 'B-VP', 'O'), ('thằng', 'Nc', 'B-NP', 'O'), ('cu', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('cùng', 'C', 'O', 'O'), ('mẹ', 'N', 'B-NP', 'B-LOC'), ('Tường Vi', 'Np', 'B-NP', 'I-LOC'), ('dạy học', 'V', 'B-VP', 'O'), ('ở', 'E', 'B-PP', 'O'), ('Trung tâm Tình thương', 'M', 'B-NP', 'O')]
Đó là niềm say mê của tôi sau ca hát và kinh doanh	[('Đó', 'P', 'B-NP', 'O'), ('là', 'V', 'B-VP', 'O'), ('niềm', 'N', 'B-NP', 'O'), ('say mê', 'V', 'B-VP', 'O'), ('của', 'E', 'B-PP', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('sau', 'N', 'B-NP', 'O'), ('ca hát', 'N', 'B-NP', 'O'), ('và', 'C', 'O', 'O'), ('kinh doanh', 'V', 'B-VP', 'O')]
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	[('Khi', 'N', 'B-NP', 'O'), ('mọi', 'L', 'B-NP', 'O'), ('người', 'N', 'B-NP', 'O'), ('cùng', 'A', 'B-AP', 'O'), ('vui vẻ', 'N', 'B-NP', 'O'), ('thưởng thức', 'V', 'B-VP', 'O'), ('ngon lành', 'A', 'B-AP', 'O'), ('những', 'L', 'B-NP', 'O'), ('món', 'N', 'B-NP', 'O'), ('mình', 'P', 'B-NP', 'O'), ('cất công', 'V', 'B-VP', 'O'), ('nấu nướng', 'V', 'B-VP', 'O'), ('và', 'C', 'O', 'O'), ('mẹ', 'N', 'B-NP', 'O'), ('hài lòng', 'A', 'B-AP', 'O'), (',', 'CH', 'O', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('không', 'R', 'O', 'O'), ('cần', 'V', 'B-VP', 'O'), ('gì', 'P', 'B-NP', 'O'), ('hơn', 'A', 'B-AP', 'O'), ('nữa', 'R', 'O', 'O')]
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	[('Có', 'V', 'B-VP', 'O'), ('lúc', 'N', 'B-NP', 'O'), ('bản thân', 'N', 'B-NP', 'O'), ('ăn mặc', 'V', 'B-VP', 'O'), ('xuề xoà', 'N', 'B-NP', 'O'), ('nhưng', 'C', 'O', 'O'), ('khi', 'N', 'B-NP', 'O'), ('anh', 'Nc', 'B-NP', 'O'), ('Hùng', 'Np', 'B-NP', 'B-PER'), ('ra', 'V', 'B-VP', 'O'), ('đường', 'N', 'B-NP', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('chăm chút', 'V', 'B-VP', 'O'), ('từng', 'R', 'O', 'O'), ('cái', 'Nc', 'B-NP', 'O'), ('áo', 'N', 'B-NP', 'O')]
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	[('Tôi', 'P', 'B-NP', 'O'), ('nghĩ', 'V', 'B-VP', 'O'), (',', 'CH', 'O', 'O'), ('đâu', 'R', 'O', 'O'), ('cần', 'V', 'B-VP', 'O'), ('tìm', 'V', 'B-VP', 'O'), ('hạnh phúc', 'N', 'B-NP', 'O'), ('ở', 'E', 'B-PP', 'O'), ('đâu xa', 'N', 'B-NP', 'O'), ('mà', 'C', 'O', 'O'), ('có thể', 'R', 'O', 'O'), ('cảm nhận', 'V', 'B-VP', 'O'), ('nó', 'P', 'B-NP', 'O'), ('ở', 'E', 'B-PP', 'O'), ('ngay', 'T', 'O', 'O'), ('bên', 'N', 'B-NP', 'O'), ('mình', 'P', 'B-NP', 'O')]
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	[('-', 'CH', 'O', 'O'), ('Sắp', 'R', 'O', 'O'), ('tới', 'V', 'B-VP', 'O'), ('"', 'CH', 'O', 'O'), ('người', 'N', 'B-NP', 'O'), ('tham', 'V', 'B-VP', 'O'), ('việc', 'N', 'B-NP', 'O'), ('"', 'CH', 'O', 'O'), ('như', 'C', 'O', 'O'), ('Ngọc Anh', 'Np', 'B-NP', 'B-PER'), ('còn', 'R', 'O', 'O'), ('có', 'V', 'B-VP', 'O'), ('kế hoạch', 'N', 'B-NP', 'O'), ('gì', 'P', 'B-NP', 'O'), ('?', 'CH', 'O', 'O')]
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	[('-', 'CH', 'O', 'O'), ('Sau', 'N', 'B-NP', 'O'), ('khi', 'N', 'B-NP', 'O'), ('phát hành', 'V', 'B-VP', 'O'), ('album', 'FW', 'B-NP', 'O'), ('thứ', 'N', 'B-NP', 'O'), ('4', 'M', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('tôi', 'P', 'B-NP', 'O'), ('nhận', 'V', 'B-VP', 'O'), ('được', 'R', 'O', 'O'), ('khá', 'R', 'O', 'O'), ('nhiều', 'A', 'B-AP', 'O'), ('phản hồi', 'N', 'B-NP', 'O'), ('của', 'E', 'B-PP', 'O'), ('khán giả', 'N', 'B-NP', 'O'), ('trẻ', 'A', 'B-AP', 'O')]
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	[('Tôi', 'P', 'B-NP', 'O'), ('đang', 'R', 'O', 'O'), ('chuẩn bị', 'V', 'B-VP', 'O'), ('kế hoạch', 'N', 'B-NP', 'O'), ('đi', 'V', 'B-VP', 'O'), ('biểu diễn', 'V', 'B-VP', 'O'), ('nhiều', 'A', 'B-AP', 'O'), ('đại học', 'N', 'B-NP', 'O'), ('trong', 'E', 'B-PP', 'O'), ('nước', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('cùng', 'A', 'B-AP', 'O'), ('anh', 'Nc', 'B-NP', 'O'), ('Trần Hùng', 'Np', 'B-NP', 'B-PER'), ('tổ chức', 'V', 'B-VP', 'O'), ('show', 'V', 'B-VP', 'O'), ('diễn', 'V', 'B-VP', 'O'), ('phục vụ', 'V', 'B-VP', 'O'), ('các', 'L', 'B-NP', 'O'), ('bạn', 'N', 'B-NP', 'O'), ('học sinh', 'N', 'B-NP', 'O'), (',', 'CH', 'O', 'O'), ('sinh viên', 'N', 'B-NP', 'O')]
