Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[('Với', 'E'), ('chất', 'N'), ('giọng', 'N'), ('đẹp', 'A'), ('và', 'C'), ('phong cách', 'N'), ('biểu diễn', 'V'), ('"', 'CH'), ('bốc lửa', 'X'), ('"', 'CH'), (',', 'CH'), ('Ngọc Anh', 'Np'), ('khá', 'R'), ('thành công', 'V'), ('trên', 'E'), ('con', 'Nc'), ('đường', 'N'), ('ca hát', 'M')]
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	[('-', 'CH'), ('Người ta', 'P'), ('bảo', 'V'), ('tình yêu', 'N'), ('có', 'V'), ('hai', 'M'), ('mặt', 'N'), (',', 'CH'), ('nhưng', 'C'), ('dường như', 'X'), ('cuộc sống', 'N'), ('của', 'E'), ('chị', 'Nc'), ('nhiều', 'A'), ('màu', 'N'), ('hồng', 'A'), ('hơn', 'A')]
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	[('Tình yêu', 'N'), ('của', 'E'), ('nghệ sĩ', 'N'), ('thường', 'R'), ('lãng mạn', 'A'), ('và', 'C'), ('đẹp', 'A'), ('hơn', 'A'), (',', 'CH'), ('hay', 'C'), ('nghệ sĩ', 'N'), ('yêu', 'V'), ('cũng', 'R'), ('khác', 'A'), ('người', 'N'), ('bình thường', 'A'), ('?', 'CH')]
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	[('Tình yêu', 'N'), ('hai', 'M'), ('mặt', 'N'), ('là', 'V'), ('sự thực dụng', 'N'), (',', 'CH'), ('đến', 'V'), ('với', 'E'), ('nhau', 'N'), ('không', 'R'), ('bằng', 'A'), ('tình cảm', 'N'), ('mà', 'C'), ('vì', 'E'), ('cái', 'Nc'), ('này', 'P'), ('cái', 'T'), ('nọ', 'P'), (',', 'CH'), ('đã', 'R'), ('"', 'CH'), ('cân', 'V'), ('đong đo', 'N'), ('đếm', 'V'), ('"', 'CH'), ('thì', 'C'), ('làm sao', 'X'), ('có', 'V'), ('hạnh phúc', 'N'), ('được', 'R'), ('mà', 'C'), ('đó', 'P'), ('chỉ', 'R'), ('là', 'V'), ('ảo giác', 'N'), ('thôi', 'T')]
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	[('Khi', 'N'), ('còn', 'R'), ('sống', 'V'), ('"', 'CH'), ('tung tăng', 'N'), ('"', 'CH'), ('thì', 'C'), ('khác', 'A'), ('nhưng', 'C'), ('đã', 'R'), ('quyết định', 'V'), ('làm', 'V'), ('bạn', 'N'), ('đời', 'N'), ('của', 'E'), ('nhau', 'N'), ('thì', 'C'), ('phải', 'V'), ('có', 'V'), ('trách nhiệm', 'N'), ('cùng', 'A'), ('xây dựng', 'V'), ('gia đình', 'N'), (',', 'CH'), ('chăm lo', 'V'), ('con cái', 'N'), ('và', 'C'), ('hiếu thảo', 'V'), ('với', 'E'), ('cha mẹ', 'N')]
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	[('Tôi', 'P'), ('nghĩ', 'V'), ('trong', 'E'), ('tâm hồn', 'N'), ('ai', 'P'), ('cũng', 'R'), ('có', 'V'), ('sự', 'N'), ('lãng mạn', 'A'), (',', 'CH'), ('nhưng', 'C'), ('tùy', 'V'), ('tính cách', 'N'), ('mà', 'C'), ('nó', 'P'), ('bộc lộ', 'V'), ('như', 'C'), ('thế nào', 'P')]
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	[('Tình yêu', 'N'), ('của', 'E'), ('nghệ sĩ', 'N'), ('hay', 'C'), ('ai', 'P'), ('cũng', 'R'), ('đều', 'R'), ('đẹp', 'A'), ('như', 'C'), ('nhau', 'N')]
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	[('-', 'CH'), ('Sau', 'N'), ('giờ', 'N'), ('diễn', 'V'), ('trên', 'E'), ('sân khấu', 'N'), ('và', 'C'), ('tất bật', 'A'), ('trong', 'E'), ('việc', 'N'), ('kinh doanh', 'V'), ('của', 'E'), ('công ty', 'N'), ('nghệ thuật', 'N'), ('Ngọc Anh', 'Np'), (',', 'CH'), ('chị', 'Nc'), ('thường', 'R'), ('dành', 'V'), ('thời gian', 'N'), ('rảnh', 'A'), ('vào', 'E'), ('việc', 'N'), ('gì', 'P'), ('?', 'CH')]
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	[('-', 'CH'), ('Nấu', 'V'), ('những', 'L'), ('món', 'N'), ('ngon', 'A'), ('cho', 'E'), ('cả', 'P'), ('nhà', 'N'), (',', 'CH'), ('sắm', 'V'), ('vài', 'L'), ('bộ đồ', 'N'), ('mới', 'R'), ('cho', 'V'), ('anh', 'Nc'), ('Hùng', 'Np'), (',', 'CH'), ('chăm sóc', 'V'), ('thằng', 'Nc'), ('cu', 'N'), (',', 'CH'), ('cùng', 'C'), ('mẹ', 'N'), ('Tường Vi', 'Np'), ('dạy học', 'V'), ('ở', 'E'), ('Trung tâm Tình thương', 'M')]
Đó là niềm say mê của tôi sau ca hát và kinh doanh	[('Đó', 'P'), ('là', 'V'), ('niềm', 'N'), ('say mê', 'V'), ('của', 'E'), ('tôi', 'P'), ('sau', 'N'), ('ca hát', 'N'), ('và', 'C'), ('kinh doanh', 'V')]
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	[('Khi', 'N'), ('mọi', 'L'), ('người', 'N'), ('cùng', 'A'), ('vui vẻ', 'N'), ('thưởng thức', 'V'), ('ngon lành', 'A'), ('những', 'L'), ('món', 'N'), ('mình', 'P'), ('cất công', 'V'), ('nấu nướng', 'V'), ('và', 'C'), ('mẹ', 'N'), ('hài lòng', 'A'), (',', 'CH'), ('tôi', 'P'), ('không', 'R'), ('cần', 'V'), ('gì', 'P'), ('hơn', 'A'), ('nữa', 'R')]
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	[('Có', 'V'), ('lúc', 'N'), ('bản thân', 'N'), ('ăn mặc', 'V'), ('xuề xoà', 'N'), ('nhưng', 'C'), ('khi', 'N'), ('anh', 'Nc'), ('Hùng', 'Np'), ('ra', 'V'), ('đường', 'N'), ('tôi', 'P'), ('chăm chút', 'V'), ('từng', 'R'), ('cái', 'Nc'), ('áo', 'N')]
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	[('Tôi', 'P'), ('nghĩ', 'V'), (',', 'CH'), ('đâu', 'R'), ('cần', 'V'), ('tìm', 'V'), ('hạnh phúc', 'N'), ('ở', 'E'), ('đâu xa', 'N'), ('mà', 'C'), ('có thể', 'R'), ('cảm nhận', 'V'), ('nó', 'P'), ('ở', 'E'), ('ngay', 'T'), ('bên', 'N'), ('mình', 'P')]
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	[('-', 'CH'), ('Sắp', 'R'), ('tới', 'V'), ('"', 'CH'), ('người', 'N'), ('tham', 'V'), ('việc', 'N'), ('"', 'CH'), ('như', 'C'), ('Ngọc Anh', 'Np'), ('còn', 'R'), ('có', 'V'), ('kế hoạch', 'N'), ('gì', 'P'), ('?', 'CH')]
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	[('-', 'CH'), ('Sau', 'N'), ('khi', 'N'), ('phát hành', 'V'), ('album', 'FW'), ('thứ', 'N'), ('4', 'M'), (',', 'CH'), ('tôi', 'P'), ('nhận', 'V'), ('được', 'R'), ('khá', 'R'), ('nhiều', 'A'), ('phản hồi', 'N'), ('của', 'E'), ('khán giả', 'N'), ('trẻ', 'A')]
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	[('Tôi', 'P'), ('đang', 'R'), ('chuẩn bị', 'V'), ('kế hoạch', 'N'), ('đi', 'V'), ('biểu diễn', 'V'), ('nhiều', 'A'), ('đại học', 'N'), ('trong', 'E'), ('nước', 'N'), (',', 'CH'), ('cùng', 'A'), ('anh', 'Nc'), ('Trần Hùng', 'Np'), ('tổ chức', 'V'), ('show', 'V'), ('diễn', 'V'), ('phục vụ', 'V'), ('các', 'L'), ('bạn', 'N'), ('học sinh', 'N'), (',', 'CH'), ('sinh viên', 'N')]
Công việc hăng ngày ngốn khá nhiều thời gian nên tôi phải tranh thủ chọn nhạc và vào phòng thu, vì đang "âm mưu" thực hiện một sản phẩm độc đáo: Ngọc Anh và tình khúc Phú Quang II, dự kiến phát hành vào cuối năm nay	[('Công việc', 'N'), ('hăng', 'A'), ('ngày', 'N'), ('ngốn', 'M'), ('khá', 'R'), ('nhiều', 'A'), ('thời gian', 'N'), ('nên', 'C'), ('tôi', 'P'), ('phải', 'V'), ('tranh thủ', 'V'), ('chọn', 'V'), ('nhạc', 'N'), ('và', 'C'), ('vào', 'E'), ('phòng', 'N'), ('thu', 'V'), (',', 'CH'), ('vì', 'E'), ('đang', 'R'), ('"', 'CH'), ('âm mưu', 'N'), ('"', 'CH'), ('thực hiện', 'V'), ('một', 'M'), ('sản phẩm', 'N'), ('độc đáo', 'A'), (':', 'CH'), ('Ngọc Anh', 'Np'), ('và', 'C'), ('tình khúc', 'N'), ('Phú Quang II', 'Np'), (',', 'CH'), ('dự kiến', 'V'), ('phát hành', 'V'), ('vào', 'E'), ('cuối', 'N'), ('năm', 'N'), ('nay', 'P')]
Cuộc sống đôi lúc thăng trầm và thác ghềnh, bản thân mỗi người đều chưa hoàn thiện	[('Cuộc sống', 'N'), ('đôi', 'M'), ('lúc', 'N'), ('thăng trầm', 'A'), ('và', 'C'), ('thác ghềnh', 'V'), (',', 'CH'), ('bản thân', 'N'), ('mỗi', 'L'), ('người', 'N'), ('đều', 'R'), ('chưa', 'R'), ('hoàn thiện', 'V')]
Tôi cũng vậy, nhưng cứ sống lao động hết mình vì nghệ thuật và yêu thật nhiều, vì tình yêu là liều thuốc bổ mà	[('Tôi', 'P'), ('cũng', 'R'), ('vậy', 'P'), (',', 'CH'), ('nhưng', 'C'), ('cứ', 'R'), ('sống', 'V'), ('lao động', 'V'), ('hết mình', 'X'), ('vì', 'E'), ('nghệ thuật', 'N'), ('và', 'C'), ('yêu', 'V'), ('thật', 'T'), ('nhiều', 'A'), (',', 'CH'), ('vì', 'E'), ('tình yêu', 'N'), ('là', 'V'), ('liều', 'N'), ('thuốc bổ', 'A'), ('mà', 'C')]
Cuộc hội ngộ tại Italy mang lại cho giới làm điện ảnh cơ hội lưu danh trong làng nghệ thuật, đồng thời là nơi lý tưởng để quảng bá cho các bộ phim bên ngoài nước Mỹ	[('Cuộc', 'N'), ('hội ngộ', 'V'), ('tại', 'E'), ('Italy', 'Np'), ('mang', 'V'), ('lại', 'V'), ('cho', 'E'), ('giới', 'N'), ('làm', 'V'), ('điện ảnh', 'N'), ('cơ hội', 'N'), ('lưu danh', 'V'), ('trong', 'E'), ('làng', 'N'), ('nghệ thuật', 'N'), (',', 'CH'), ('đồng thời', 'R'), ('là', 'V'), ('nơi', 'N'), ('lý tưởng', 'V'), ('để', 'E'), ('quảng bá', 'V'), ('cho', 'E'), ('các', 'L'), ('bộ', 'Nc'), ('phim', 'N'), ('bên', 'N'), ('ngoài', 'N'), ('nước', 'N'), ('Mỹ', 'Np')]
Các ngôi sao của Hollywood cũng không bỏ lỡ cơ hội này để toả sáng tại rạp Lido	[('Các', 'L'), ('ngôi sao', 'N'), ('của', 'E'), ('Hollywood', 'Np'), ('cũng', 'R'), ('không', 'R'), ('bỏ', 'V'), ('lỡ', 'V'), ('cơ hội', 'N'), ('này', 'P'), ('để', 'E'), ('toả', 'V'), ('sáng', 'N'), ('tại', 'E'), ('rạp', 'N'), ('Lido', 'Np')]
Sự xuất hiện của các diễn viên hàng đầu thế giới trên thảm đỏ tại Venice khiến LHP tại thành phố kênh rạch quyến rũ này trở nên ngang tầm với cuộc so tài tại thành phố Cannes (Pháp), xét về độ hào nhoáng và quyến rũ	[('Sự', 'N'), ('xuất hiện', 'V'), ('của', 'E'), ('các', 'L'), ('diễn viên', 'N'), ('hàng đầu', 'N'), ('thế giới', 'N'), ('trên', 'E'), ('thảm đỏ', 'N'), ('tại', 'E'), ('Venice', 'Np'), ('khiến', 'V'), ('LHP', 'Np'), ('tại', 'E'), ('thành phố', 'N'), ('kênh rạch', 'N'), ('quyến rũ', 'V'), ('này', 'P'), ('trở nên', 'V'), ('ngang', 'A'), ('tầm', 'N'), ('với', 'E'), ('cuộc', 'N'), ('so', 'V'), ('tài', 'N'), ('tại', 'E'), ('thành phố', 'N'), ('Cannes', 'Np'), ('(', 'CH'), ('Pháp', 'Np'), (')', 'CH'), (',', 'CH'), ('xét', 'V'), ('về', 'E'), ('độ', 'N'), ('hào nhoáng', 'A'), ('và', 'C'), ('quyến rũ', 'V')]
George Clooney, Russell Crowe, Renee Zellweger, Matt Damon và Monica Bellucci đều dành 5 phút cho các nhà báo thực hiện phỏng vấn gắn	[('George Clooney', 'Np'), (',', 'CH'), ('Russell Crowe', 'Np'), (',', 'CH'), ('Renee Zellweger', 'Np'), (',', 'CH'), ('Matt Damon', 'Np'), ('và', 'C'), ('Monica Bellucci', 'Np'), ('đều', 'R'), ('dành', 'V'), ('5', 'M'), ('phút', 'Nu'), ('cho', 'E'), ('các', 'L'), ('nhà báo', 'N'), ('thực hiện', 'V'), ('phỏng vấn', 'V'), ('gắn', 'V')]
Chỉ có Gwyneth Paltrow lỡ hẹn với Venice vì máy bay của cô gặp trục trặc kỹ thuật	[('Chỉ', 'R'), ('có', 'V'), ('Gwyneth Paltrow', 'Np'), ('lỡ hẹn', 'V'), ('với', 'E'), ('Venice', 'Np'), ('vì', 'E'), ('máy bay', 'N'), ('của', 'E'), ('cô', 'Nc'), ('gặp', 'V'), ('trục trặc', 'N'), ('kỹ thuật', 'N')]
Nhà bình luận điện ảnh Lee Marshall nói: Đây là bước chuẩn bị đầu tiên cho bữa tiệc Oscar	[('Nhà', 'N'), ('bình luận', 'N'), ('điện ảnh', 'N'), ('Lee Marshall', 'Np'), ('nói', 'V'), (':', 'CH'), ('Đây', 'P'), ('là', 'V'), ('bước', 'N'), ('chuẩn bị', 'V'), ('đầu tiên', 'A'), ('cho', 'E'), ('bữa', 'N'), ('tiệc', 'N'), ('Oscar', 'Np')]
Mọi người tới tham dự LHP đều hy vọng, bộ phim của họ sẽ được đánh giá cao để họ có thể yên tâm tới dự lễ trao giải Quả cầu vàng và sau đó là Oscar	[('Mọi', 'L'), ('người', 'N'), ('tới', 'V'), ('tham dự', 'V'), ('LHP', 'Np'), ('đều', 'R'), ('hy vọng', 'V'), (',', 'CH'), ('bộ', 'Nc'), ('phim', 'N'), ('của', 'E'), ('họ', 'P'), ('sẽ', 'R'), ('được', 'V'), ('đánh giá', 'V'), ('cao', 'A'), ('để', 'E'), ('họ', 'P'), ('có thể', 'R'), ('yên tâm', 'A'), ('tới', 'E'), ('dự', 'V'), ('lễ', 'N'), ('trao', 'V'), ('giải', 'N'), ('Quả', 'Np'), ('cầu', 'N'), ('vàng', 'A'), ('và', 'C'), ('sau', 'N'), ('đó', 'P'), ('là', 'V'), ('Oscar', 'Np')]
LHP Venice diễn ra trong thời điểm này được đánh giá là hợp lý vì giữ khoảng cách với giải Oscar được tổ chức vào tháng 2 hoặc tháng 3	[('LHP Venice', 'Np'), ('diễn', 'V'), ('ra', 'V'), ('trong', 'E'), ('thời điểm', 'N'), ('này', 'P'), ('được', 'V'), ('đánh giá', 'V'), ('là', 'C'), ('hợp lý', 'A'), ('vì', 'E'), ('giữ', 'V'), ('khoảng cách', 'N'), ('với', 'E'), ('giải', 'N'), ('Oscar', 'Np'), ('được', 'V'), ('tổ chức', 'V'), ('vào', 'E'), ('tháng', 'N'), ('2', 'M'), ('hoặc', 'C'), ('tháng', 'N'), ('3', 'M')]
LHP Berlin trao giải trong tháng 2, quá sát nên ánh hào quang của tượng vàng sẽ che khuất Gấu bạc	[('LHP', 'Np'), ('Berlin', 'Np'), ('trao', 'V'), ('giải', 'N'), ('trong', 'E'), ('tháng', 'N'), ('2', 'M'), (',', 'CH'), ('quá', 'R'), ('sát', 'A'), ('nên', 'C'), ('ánh', 'N'), ('hào quang', 'N'), ('của', 'E'), ('tượng', 'N'), ('vàng', 'N'), ('sẽ', 'R'), ('che khuất', 'V'), ('Gấu', 'Np'), ('bạc', 'N')]
Còn LHP Cannes diễn ra vào tháng 5 nên không được mấy ai nhắc tới trong mùa Oscar	[('Còn', 'C'), ('LHP Cannes', 'Np'), ('diễn', 'V'), ('ra', 'V'), ('vào', 'E'), ('tháng', 'N'), ('5', 'M'), ('nên', 'C'), ('không', 'R'), ('được', 'V'), ('mấy ai', 'X'), ('nhắc', 'V'), ('tới', 'E'), ('trong', 'E'), ('mùa', 'N'), ('Oscar', 'Np')]
Theo đánh giá của Lee Marshall, những phim nặng ký cho giải Sư tử vàng năm nay là Brokeback Mountain của đạo diễn Trung Quốc, Lý An, với các tài tử Jake Gyllenhaal, Heath Ledger, và Good Night And Good Luck của George Clooney	[('Theo', 'V'), ('đánh giá', 'N'), ('của', 'E'), ('Lee Marshall', 'Np'), (',', 'CH'), ('những', 'L'), ('phim', 'N'), ('nặng', 'A'), ('ký', 'V'), ('cho', 'E'), ('giải', 'N'), ('Sư tử', 'M'), ('vàng', 'N'), ('năm', 'N'), ('nay', 'P'), ('là', 'V'), ('Brokeback Mountain', 'Np'), ('của', 'E'), ('đạo diễn', 'N'), ('Trung Quốc', 'Np'), (',', 'CH'), ('Lý An', 'Np'), (',', 'CH'), ('với', 'E'), ('các', 'L'), ('tài tử', 'N'), ('Jake Gyllenhaal', 'Np'), (',', 'CH'), ('Heath Ledger', 'Np'), (',', 'CH'), ('và', 'C'), ('Good Night And Good Luck', 'Np'), ('của', 'E'), ('George Clooney', 'Np')]
Nhiều đạo diễn cũng coi Venice là đất lành để những bộ phim nhỏ, sản xuất độc lập của họ được chào đón	[('Nhiều', 'A'), ('đạo diễn', 'N'), ('cũng', 'R'), ('coi', 'V'), ('Venice', 'Np'), ('là', 'V'), ('đất', 'N'), ('lành', 'A'), ('để', 'E'), ('những', 'L'), ('bộ', 'Nc'), ('phim', 'N'), ('nhỏ', 'A'), (',', 'CH'), ('sản xuất', 'V'), ('độc lập', 'A'), ('của', 'E'), ('họ', 'P'), ('được', 'V'), ('chào đón', 'M')]
Đạo diễn Steven Soderbergh nói: Tôi thấy khán giả châu Âu có phản ứng tích cực hơn với phim của chúng tôi so với khán giả Mỹ	[('Đạo diễn', 'N'), ('Steven Soderbergh', 'Np'), ('nói', 'V'), (':', 'CH'), ('Tôi', 'P'), ('thấy', 'V'), ('khán giả', 'N'), ('châu Âu', 'N'), ('có', 'V'), ('phản ứng', 'V'), ('tích cực', 'A'), ('hơn', 'A'), ('với', 'E'), ('phim', 'N'), ('của', 'E'), ('chúng tôi', 'P'), ('so', 'V'), ('với', 'E'), ('khán giả', 'N'), ('Mỹ', 'Np')]
Khán giả của cựu lục địa có xu hướng thay đổi tư duy để phù hợp với quan điểm nghệ thuật của bộ phim	[('Khán giả', 'N'), ('của', 'E'), ('cựu', 'A'), ('lục địa', 'N'), ('có', 'V'), ('xu hướng', 'N'), ('thay đổi', 'V'), ('tư duy', 'N'), ('để', 'E'), ('phù hợp', 'V'), ('với', 'E'), ('quan điểm', 'N'), ('nghệ thuật', 'N'), ('của', 'E'), ('bộ', 'Nc'), ('phim', 'N')]
Trong khi đó, người Mỹ muốn quan điểm nghệ thuật phải phù hợp với tư duy của họ	[('Trong', 'E'), ('khi', 'N'), ('đó', 'P'), (',', 'CH'), ('người', 'Nc'), ('Mỹ', 'Np'), ('muốn', 'V'), ('quan điểm', 'V'), ('nghệ thuật', 'N'), ('phải', 'V'), ('phù hợp', 'V'), ('với', 'E'), ('tư duy', 'N'), ('của', 'E'), ('họ', 'P')]
