Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[[('Với', 'E'), ('chất', 'N'), ('giọng', 'N'), ('đẹp', 'A'), ('và', 'Cc'), ('phong_cách', 'N'), ('biểu_diễn', 'V'), ('"', 'CH'), ('bốc_lửa', 'A'), ('"', 'CH'), (',', 'CH'), ('Ngọc_Anh', 'Np'), ('khá', 'R'), ('thành_công', 'V'), ('trên', 'E'), ('con', 'Nc'), ('đường', 'N'), ('ca_hát', 'V')]]
Lúc nào anh cũng đứng trong cánh gà dõi theo khi tôi lên sân khấu hát	[[('Lúc_nào', 'X'), ('anh', 'N'), ('cũng', 'R'), ('đứng', 'V'), ('trong', 'E'), ('cánh_gà', 'N'), ('dõi', 'V'), ('theo', 'E'), ('khi', 'N'), ('tôi', 'P'), ('lên', 'V'), ('sân_khấu', 'N'), ('hát', 'V')]]
Anh nắm tay chia sẻ mọi niềm vui, nỗi buồn và những lúc mệt mỏi	[[('Anh', 'N'), ('nắm', 'V'), ('tay', 'N'), ('chia_sẻ', 'V'), ('mọi', 'L'), ('niềm', 'Nc'), ('vui', 'A'), (',', 'CH'), ('nỗi', 'Nc'), ('buồn', 'A'), ('và', 'Cc'), ('những', 'L'), ('lúc', 'N'), ('mệt_mỏi', 'A')]]
Một phần thành công của tôi bắt đầu từ những điều như thế	[[('Một', 'M'), ('phần', 'N'), ('thành_công', 'V'), ('của', 'E'), ('tôi', 'P'), ('bắt_đầu', 'V'), ('từ', 'E'), ('những', 'L'), ('điều', 'N'), ('như_thế', 'X')]]
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	[[('-', 'CH'), ('Người', 'N'), ('ta', 'P'), ('bảo', 'V'), ('tình_yêu', 'N'), ('có', 'V'), ('hai', 'M'), ('mặt', 'N'), (',', 'CH'), ('nhưng', 'C'), ('dường_như', 'X'), ('cuộc_sống', 'N'), ('của', 'E'), ('chị', 'N'), ('nhiều', 'A'), ('màu', 'N'), ('hồng', 'A'), ('hơn', 'A')]]
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	[[('Tình_yêu', 'N'), ('của', 'E'), ('nghệ_sĩ', 'N'), ('thường', 'R'), ('lãng_mạn', 'A'), ('và', 'Cc'), ('đẹp', 'A'), ('hơn', 'A'), (',', 'CH'), ('hay', 'C'), ('nghệ_sĩ', 'N'), ('yêu', 'V'), ('cũng', 'R'), ('khác', 'A'), ('người', 'N'), ('bình_thường', 'A'), ('?', 'CH')]]
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	[[('Tình_yêu', 'N'), ('hai', 'M'), ('mặt', 'N'), ('là', 'V'), ('sự_thực', 'N'), ('dụng', 'V'), (',', 'CH'), ('đến', 'V'), ('với', 'E'), ('nhau', 'N'), ('không', 'R'), ('bằng', 'A'), ('tình_cảm', 'N'), ('mà', 'C'), ('vì', 'E'), ('cái', 'Nc'), ('này', 'P'), ('cái', 'Nc'), ('nọ', 'P'), (',', 'CH'), ('đã', 'R'), ('"', 'CH'), ('cân_đong_đo_đếm', 'N'), ('"', 'CH'), ('thì', 'C'), ('làm_sao', 'X'), ('có', 'V'), ('hạnh_phúc', 'N'), ('được', 'V'), ('mà', 'C'), ('đó', 'P'), ('chỉ', 'R'), ('là', 'V'), ('ảo_giác', 'N'), ('thôi', 'T')]]
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	[[('Khi', 'N'), ('còn', 'R'), ('sống', 'V'), ('"', 'CH'), ('tung_tăng', 'V'), ('"', 'CH'), ('thì', 'C'), ('khác', 'A'), ('nhưng', 'C'), ('đã', 'R'), ('quyết_định', 'V'), ('làm_bạn', 'V'), ('đời', 'N'), ('của', 'E'), ('nhau', 'N'), ('thì', 'C'), ('phải', 'V'), ('có', 'V'), ('trách_nhiệm', 'N'), ('cùng', 'A'), ('xây_dựng_gia_đình', 'V'), (',', 'CH'), ('chăm_lo', 'V'), ('con_cái', 'N'), ('và', 'Cc'), ('hiếu_thảo', 'A'), ('với', 'E'), ('cha_mẹ', 'N')]]
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	[[('Tôi', 'P'), ('nghĩ', 'V'), ('trong', 'E'), ('tâm_hồn', 'N'), ('ai', 'P'), ('cũng', 'R'), ('có', 'V'), ('sự', 'N'), ('lãng_mạn', 'A'), (',', 'CH'), ('nhưng', 'C'), ('tuỳ', 'V'), ('tính_cách', 'N'), ('mà', 'C'), ('nó', 'P'), ('bộc_lộ', 'V'), ('như_thế_nào', 'X')]]
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	[[('Tình_yêu', 'N'), ('của', 'E'), ('nghệ_sĩ', 'N'), ('hay', 'C'), ('ai', 'P'), ('cũng', 'R'), ('đều', 'R'), ('đẹp', 'A'), ('như', 'C'), ('nhau', 'N')]]
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	[[('-', 'CH'), ('Sau', 'E'), ('giờ', 'N'), ('diễn', 'V'), ('trên', 'E'), ('sân_khấu', 'N'), ('và', 'Cc'), ('tất_bật', 'A'), ('trong', 'E'), ('việc', 'N'), ('kinh_doanh', 'V'), ('của', 'E'), ('công_ty', 'N'), ('nghệ_thuật', 'N'), ('Ngọc_Anh', 'Np'), (',', 'CH'), ('chị', 'N'), ('thường', 'R'), ('dành', 'V'), ('thời_gian', 'N'), ('rảnh', 'A'), ('vào', 'E'), ('việc', 'N'), ('gì', 'P'), ('?', 'CH')]]
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	[[('-', 'CH'), ('Nấu', 'V'), ('những', 'L'), ('món', 'N'), ('ngon', 'A'), ('cho', 'E'), ('cả', 'P'), ('nhà', 'N'), (',', 'CH'), ('sắm', 'V'), ('vài', 'L'), ('bộ_đồ', 'N'), ('mới', 'A'), ('cho', 'E'), ('anh', 'Nc'), ('Hùng', 'Np'), (',', 'CH'), ('chăm_sóc', 'V'), ('thằng', 'Nc'), ('cu', 'N'), (',', 'CH'), ('cùng', 'C'), ('mẹ', 'N'), ('Tường_Vi', 'Np'), ('dạy_học', 'V'), ('ở', 'E'), ('Trung_tâm', 'N'), ('Tình_thương', 'Np')]]
Đó là niềm say mê của tôi sau ca hát và kinh doanh	[[('Đó', 'P'), ('là', 'V'), ('niềm', 'Nc'), ('say_mê', 'V'), ('của', 'E'), ('tôi', 'P'), ('sau', 'E'), ('ca_hát', 'V'), ('và', 'Cc'), ('kinh_doanh', 'V')]]
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	[[('Khi', 'N'), ('mọi', 'L'), ('người', 'N'), ('cùng', 'A'), ('vui_vẻ', 'A'), ('thưởng_thức', 'V'), ('ngon_lành', 'A'), ('những', 'L'), ('món', 'N'), ('mình', 'P'), ('cất_công', 'V'), ('nấu_nướng', 'V'), ('và', 'Cc'), ('mẹ', 'N'), ('hài_lòng', 'V'), (',', 'CH'), ('tôi', 'P'), ('không', 'R'), ('cần', 'V'), ('gì', 'P'), ('hơn_nữa', 'X')]]
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	[[('Có', 'V'), ('lúc', 'N'), ('bản_thân', 'N'), ('ăn_mặc', 'V'), ('xuề_xoà', 'V'), ('nhưng', 'C'), ('khi', 'N'), ('anh', 'Nc'), ('Hùng', 'Np'), ('ra', 'V'), ('đường', 'N'), ('tôi', 'P'), ('chăm_chút', 'V'), ('từng', 'P'), ('cái', 'Nc'), ('áo', 'N')]]
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	[[('Tôi', 'P'), ('nghĩ', 'V'), (',', 'CH'), ('đâu', 'P'), ('cần', 'V'), ('tìm', 'V'), ('hạnh_phúc', 'N'), ('ở', 'E'), ('đâu', 'P'), ('xa', 'A'), ('mà', 'C'), ('có_thể', 'R'), ('cảm_nhận', 'V'), ('nó', 'P'), ('ở', 'E'), ('ngay', 'T'), ('bên', 'N'), ('mình', 'P')]]
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	[[('-', 'CH'), ('Sắp', 'R'), ('tới', 'V'), ('"', 'CH'), ('người', 'N'), ('tham', 'V'), ('việc', 'N'), ('"', 'CH'), ('như', 'C'), ('Ngọc_Anh', 'Np'), ('còn', 'R'), ('có', 'V'), ('kế_hoạch', 'N'), ('gì', 'P'), ('?', 'CH')]]
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	[[('-', 'CH'), ('Sau', 'N'), ('khi', 'N'), ('phát_hành', 'V'), ('album', 'Nb'), ('thứ', 'N'), ('4', 'M'), (',', 'CH'), ('tôi', 'P'), ('nhận', 'V'), ('được', 'R'), ('khá', 'R'), ('nhiều', 'A'), ('phản_hồi', 'V'), ('của', 'E'), ('khán_giả', 'N'), ('trẻ', 'A')]]
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	[[('Tôi', 'P'), ('đang', 'R'), ('chuẩn_bị', 'V'), ('kế_hoạch', 'N'), ('đi', 'V'), ('biểu_diễn', 'V'), ('nhiều', 'A'), ('đại_học', 'N'), ('trong', 'E'), ('nước', 'N'), (',', 'CH'), ('cùng', 'C'), ('anh', 'Nc'), ('Trần_Hùng', 'Np'), ('tổ_chức', 'V'), ('show', 'Nb'), ('diễn', 'V'), ('phục_vụ', 'V'), ('các', 'L'), ('bạn', 'N'), ('học_sinh', 'N'), (',', 'CH'), ('sinh_viên', 'N')]]
Công việc hăng ngày ngốn khá nhiều thời gian nên tôi phải tranh thủ chọn nhạc và vào phòng thu, vì đang "âm mưu" thực hiện một sản phẩm độc đáo: Ngọc Anh và tình khúc Phú Quang II, dự kiến phát hành vào cuối năm nay	[[('Công_việc', 'N'), ('hăng', 'A'), ('ngày', 'N'), ('ngốn', 'V'), ('khá', 'R'), ('nhiều', 'A'), ('thời_gian', 'N'), ('nên', 'C'), ('tôi', 'P'), ('phải', 'V'), ('tranh_thủ', 'V'), ('chọn', 'V'), ('nhạc', 'N'), ('và', 'Cc'), ('vào', 'V'), ('phòng', 'N'), ('thu', 'V'), (',', 'CH'), ('vì', 'E'), ('đang', 'R'), ('"', 'CH'), ('âm_mưu', 'N'), ('"', 'CH'), ('thực_hiện', 'V'), ('một', 'M'), ('sản_phẩm', 'N'), ('độc_đáo', 'A'), (':', 'CH'), ('Ngọc_Anh', 'N'), ('và', 'Cc'), ('tình_khúc', 'N'), ('Phú_Quang_II', 'Np'), (',', 'CH'), ('dự_kiến', 'V'), ('phát_hành', 'V'), ('vào', 'E'), ('cuối', 'N'), ('năm', 'N'), ('nay', 'P')]]
Cuộc sống đôi lúc thăng trầm và thác ghềnh, bản thân mỗi người đều chưa hoàn thiện	[[('Cuộc_sống', 'N'), ('đôi_lúc', 'N'), ('thăng_trầm', 'A'), ('và', 'Cc'), ('thác', 'V'), ('ghềnh', 'N'), (',', 'CH'), ('bản_thân', 'N'), ('mỗi', 'M'), ('người', 'N'), ('đều', 'R'), ('chưa', 'R'), ('hoàn_thiện', 'V')]]
Tôi cũng vậy, nhưng cứ sống lao động hết mình vì nghệ thuật và yêu thật nhiều, vì tình yêu là liều thuốc bổ mà	[[('Tôi', 'P'), ('cũng', 'R'), ('vậy', 'P'), (',', 'CH'), ('nhưng', 'C'), ('cứ', 'R'), ('sống', 'V'), ('lao_động', 'N'), ('hết_mình', 'X'), ('vì', 'E'), ('nghệ_thuật', 'N'), ('và', 'Cc'), ('yêu', 'V'), ('thật', 'T'), ('nhiều', 'A'), (',', 'CH'), ('vì', 'E'), ('tình_yêu', 'N'), ('là', 'V'), ('liều', 'N'), ('thuốc_bổ', 'N'), ('mà', 'C')]]
Cuộc hội ngộ tại Italy mang lại cho giới làm điện ảnh cơ hội lưu danh trong làng nghệ thuật, đồng thời là nơi lý tưởng để quảng bá cho các bộ phim bên ngoài nước Mỹ	[[('Cuộc', 'N'), ('hội_ngộ', 'V'), ('tại', 'E'), ('Italy', 'Np'), ('mang', 'V'), ('lại', 'R'), ('cho', 'E'), ('giới', 'N'), ('làm', 'V'), ('điện_ảnh', 'N'), ('cơ_hội', 'N'), ('lưu_danh', 'V'), ('trong', 'E'), ('làng', 'N'), ('nghệ_thuật', 'N'), (',', 'CH'), ('đồng_thời', 'R'), ('là', 'V'), ('nơi', 'N'), ('lý_tưởng', 'N'), ('để', 'E'), ('quảng_bá', 'V'), ('cho', 'E'), ('các', 'L'), ('bộ', 'N'), ('phim', 'N'), ('bên', 'N'), ('ngoài', 'N'), ('nước', 'N'), ('Mỹ', 'Np')]]
Các ngôi sao của Hollywood cũng không bỏ lỡ cơ hội này để toả sáng tại rạp Lido	[[('Các', 'L'), ('ngôi_sao', 'N'), ('của', 'E'), ('Hollywood', 'Np'), ('cũng', 'R'), ('không', 'R'), ('bỏ', 'V'), ('lỡ_cơ', 'N'), ('hội', 'N'), ('này', 'P'), ('để', 'E'), ('toả', 'V'), ('sáng', 'N'), ('tại', 'E'), ('rạp', 'N'), ('Lido', 'Np')]]
Sự xuất hiện của các diễn viên hàng đầu thế giới trên thảm đỏ tại Venice khiến LHP tại thành phố kênh rạch quyến rũ này trở nên ngang tầm với cuộc so tài tại thành phố Cannes (Pháp), xét về độ hào nhoáng và quyến rũ	[[('Sự', 'N'), ('xuất_hiện', 'V'), ('của', 'E'), ('các', 'L'), ('diễn_viên', 'N'), ('hàng_đầu', 'N'), ('thế_giới', 'N'), ('trên', 'E'), ('thảm_đỏ', 'N'), ('tại', 'E'), ('Venice', 'Np'), ('khiến', 'V'), ('LHP', 'Ny'), ('tại', 'E'), ('thành_phố', 'N'), ('kênh_rạch', 'N'), ('quyến_rũ', 'A'), ('này', 'P'), ('trở_nên', 'V'), ('ngang', 'A'), ('tầm', 'N'), ('với', 'E'), ('cuộc', 'N'), ('so', 'V'), ('tài', 'N'), ('tại', 'E'), ('thành_phố', 'N'), ('Cannes', 'Np'), ('(', 'CH'), ('Pháp', 'Np'), (')', 'CH'), (',', 'CH'), ('xét', 'V'), ('về', 'E'), ('độ', 'N'), ('hào_nhoáng', 'A'), ('và', 'Cc'), ('quyến_rũ', 'V')]]
George Clooney, Russell Crowe, Renee Zellweger, Matt Damon và Monica Bellucci đều dành 5 phút cho các nhà báo thực hiện phỏng vấn gắn	[[('George_Clooney', 'Np'), (',', 'CH'), ('Russell_Crowe', 'Np'), (',', 'CH'), ('Renee_Zellweger', 'Np'), (',', 'CH'), ('Matt_Damon', 'Np'), ('và', 'Cc'), ('Monica_Bellucci', 'Np'), ('đều', 'R'), ('dành', 'V'), ('5', 'M'), ('phút', 'Nu'), ('cho', 'E'), ('các', 'L'), ('nhà_báo', 'N'), ('thực_hiện', 'V'), ('phỏng_vấn', 'V'), ('gắn', 'V')]]
Chỉ có Gwyneth Paltrow lỡ hẹn với Venice vì máy bay của cô gặp trục trặc kỹ thuật	[[('Chỉ', 'R'), ('có', 'V'), ('Gwyneth_Paltrow', 'Np'), ('lỡ', 'V'), ('hẹn', 'V'), ('với', 'E'), ('Venice', 'Np'), ('vì', 'E'), ('máy_bay', 'N'), ('của', 'E'), ('cô', 'N'), ('gặp', 'V'), ('trục_trặc', 'N'), ('kỹ_thuật', 'N')]]
Nhà bình luận điện ảnh Lee Marshall nói: Đây là bước chuẩn bị đầu tiên cho bữa tiệc Oscar	[[('Nhà', 'N'), ('bình_luận', 'V'), ('điện_ảnh', 'N'), ('Lee_Marshall', 'Np'), ('nói', 'V'), (':', 'CH'), ('Đây', 'P'), ('là', 'V'), ('bước', 'N'), ('chuẩn_bị', 'V'), ('đầu_tiên', 'A'), ('cho', 'E'), ('bữa', 'N'), ('tiệc', 'N'), ('Oscar', 'Np')]]
Mọi người tới tham dự LHP đều hy vọng, bộ phim của họ sẽ được đánh giá cao để họ có thể yên tâm tới dự lễ trao giải Quả cầu vàng và sau đó là Oscar	[[('Mọi', 'L'), ('người', 'N'), ('tới', 'V'), ('tham_dự', 'V'), ('LHP', 'Ny'), ('đều', 'R'), ('hy_vọng', 'V'), (',', 'CH'), ('bộ', 'N'), ('phim', 'N'), ('của', 'E'), ('họ', 'P'), ('sẽ', 'R'), ('được', 'V'), ('đánh_giá', 'V'), ('cao', 'A'), ('để', 'E'), ('họ', 'P'), ('có_thể', 'R'), ('yên_tâm', 'A'), ('tới', 'V'), ('dự', 'V'), ('lễ', 'N'), ('trao', 'V'), ('giải', 'N'), ('Quả', 'N'), ('cầu', 'N'), ('vàng', 'A'), ('và', 'Cc'), ('sau', 'E'), ('đó', 'P'), ('là', 'V'), ('Oscar', 'Np')]]
LHP Venice diễn ra trong thời điểm này được đánh giá là hợp lý vì giữ khoảng cách với giải Oscar được tổ chức vào tháng 2 hoặc tháng 3	[[('LHP', 'Nc'), ('Venice', 'Np'), ('diễn', 'V'), ('ra', 'V'), ('trong', 'E'), ('thời_điểm', 'N'), ('này', 'P'), ('được', 'V'), ('đánh_giá', 'V'), ('là', 'C'), ('hợp_lý', 'A'), ('vì', 'E'), ('giữ', 'V'), ('khoảng_cách', 'N'), ('với', 'E'), ('giải', 'N'), ('Oscar', 'Np'), ('được', 'V'), ('tổ_chức', 'V'), ('vào', 'E'), ('tháng', 'N'), ('2', 'M'), ('hoặc', 'Cc'), ('tháng', 'N'), ('3', 'M')]]
LHP Berlin trao giải trong tháng 2, quá sát nên ánh hào quang của tượng vàng sẽ che khuất Gấu bạc	[[('LHP', 'Nc'), ('Berlin', 'Np'), ('trao', 'V'), ('giải', 'N'), ('trong', 'E'), ('tháng', 'N'), ('2', 'M'), (',', 'CH'), ('quá', 'R'), ('sát', 'A'), ('nên', 'C'), ('ánh', 'Nc'), ('hào_quang', 'N'), ('của', 'E'), ('tượng', 'N'), ('vàng', 'N'), ('sẽ', 'R'), ('che_khuất', 'V'), ('Gấu', 'N'), ('bạc', 'N')]]
Còn LHP Cannes diễn ra vào tháng 5 nên không được mấy ai nhắc tới trong mùa Oscar	[[('Còn', 'C'), ('LHP', 'Ny'), ('Cannes', 'Np'), ('diễn', 'V'), ('ra', 'V'), ('vào', 'E'), ('tháng', 'N'), ('5', 'M'), ('nên', 'C'), ('không', 'R'), ('được', 'V'), ('mấy_ai', 'X'), ('nhắc', 'V'), ('tới', 'R'), ('trong', 'E'), ('mùa', 'Nc'), ('Oscar', 'Np')]]
Theo đánh giá của Lee Marshall, những phim nặng ký cho giải Sư tử vàng năm nay là Brokeback Mountain của đạo diễn Trung Quốc, Lý An, với các tài tử Jake Gyllenhaal, Heath Ledger, và Good Night And Good Luck của George Clooney	[[('Theo', 'V'), ('đánh_giá', 'N'), ('của', 'E'), ('Lee_Marshall', 'Np'), (',', 'CH'), ('những', 'L'), ('phim', 'N'), ('nặng_ký', 'A'), ('cho', 'E'), ('giải', 'N'), ('Sư_tử', 'N'), ('vàng', 'N'), ('năm', 'N'), ('nay', 'P'), ('là', 'V'), ('Brokeback_Mountain', 'Np'), ('của', 'E'), ('đạo_diễn', 'N'), ('Trung_Quốc', 'Np'), (',', 'CH'), ('Lý_An', 'Np'), (',', 'CH'), ('với', 'E'), ('các', 'L'), ('tài_tử', 'N'), ('Jake_Gyllenhaal', 'Np'), (',', 'CH'), ('Heath_Ledger', 'Np'), (',', 'CH'), ('và', 'Cc'), ('Good_Night_And_Good', 'Np'), ('Luck', 'Np'), ('của', 'E'), ('George_Clooney', 'Np')]]
Nhiều đạo diễn cũng coi Venice là đất lành để những bộ phim nhỏ, sản xuất độc lập của họ được chào đón	[[('Nhiều', 'A'), ('đạo_diễn', 'N'), ('cũng', 'R'), ('coi', 'V'), ('Venice', 'Np'), ('là', 'V'), ('đất', 'N'), ('lành', 'A'), ('để', 'E'), ('những', 'L'), ('bộ', 'Nc'), ('phim', 'N'), ('nhỏ', 'A'), (',', 'CH'), ('sản_xuất', 'V'), ('độc_lập', 'N'), ('của', 'E'), ('họ', 'P'), ('được', 'V'), ('chào_đón', 'V')]]
Đạo diễn Steven Soderbergh nói: Tôi thấy khán giả châu Âu có phản ứng tích cực hơn với phim của chúng tôi so với khán giả Mỹ	[[('Đạo_diễn', 'N'), ('Steven_Soderbergh', 'Np'), ('nói', 'V'), (':', 'CH'), ('Tôi', 'P'), ('thấy', 'V'), ('khán_giả', 'N'), ('châu_Âu', 'Np'), ('có', 'V'), ('phản_ứng', 'N'), ('tích_cực', 'A'), ('hơn', 'A'), ('với', 'E'), ('phim', 'N'), ('của', 'E'), ('chúng_tôi', 'P'), ('so', 'V'), ('với', 'E'), ('khán_giả', 'N'), ('Mỹ', 'Np')]]
Khán giả của cựu lục địa có xu hướng thay đổi tư duy để phù hợp với quan điểm nghệ thuật của bộ phim	[[('Khán_giả', 'N'), ('của', 'E'), ('cựu', 'Z'), ('lục_địa', 'N'), ('có', 'V'), ('xu_hướng', 'N'), ('thay_đổi', 'V'), ('tư_duy', 'N'), ('để', 'E'), ('phù_hợp', 'V'), ('với', 'E'), ('quan_điểm', 'N'), ('nghệ_thuật', 'N'), ('của', 'E'), ('bộ', 'N'), ('phim', 'N')]]
Trong khi đó, người Mỹ muốn quan điểm nghệ thuật phải phù hợp với tư duy của họ	[[('Trong', 'E'), ('khi', 'N'), ('đó', 'P'), (',', 'CH'), ('người', 'Nc'), ('Mỹ', 'Np'), ('muốn', 'V'), ('quan_điểm', 'N'), ('nghệ_thuật', 'N'), ('phải', 'V'), ('phù_hợp', 'V'), ('với', 'E'), ('tư_duy', 'N'), ('của', 'E'), ('họ', 'P')]]
