Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[['Với', 'chất', 'giọng', 'đẹp', 'và', 'phong_cách', 'biểu_diễn', '"', 'bốc_lửa', '"', ',', 'Ngọc_Anh', 'khá', 'thành_công', 'trên', 'con', 'đường', 'ca_hát']]
Nhân vật Cho Chang đã không thèm ngó ngàng tới cậu bé phù thuỷ trong tập 4 Harry Potter và Chiếc cốc lửa, nhưng diễn viên Katie Leung đóng vai này đã bị Daniel Racliffe bỏ bùa mê	[['Nhân_vật', 'Cho', 'Chang', 'đã', 'không', 'thèm', 'ngó_ngàng', 'tới', 'cậu', 'bé', 'phù_thuỷ', 'trong', 'tập', '4', 'Harry_Potter', 'và', 'Chiếc', 'cốc', 'lửa', ',', 'nhưng', 'diễn_viên', 'Katie_Leung', 'đóng', 'vai', 'này', 'đã', 'bị', 'Daniel_Racliffe', 'bỏ', 'bùa', 'mê']]
Trong tập 4, Cho Chang, cô bạn cùng trường xinh đẹp, là người đầu tiên khiến trái tim Harry Potter rung động	[['Trong', 'tập', '4', ',', 'Cho', 'Chang', ',', 'cô', 'bạn', 'cùng', 'trường', 'xinh_đẹp', ',', 'là', 'người', 'đầu_tiên', 'khiến', 'trái_tim', 'Harry_Potter', 'rung_động']]
Nhưng vì quá nhút nhát, cậu đã không dám mời cô làm bạn nhảy trong vũ hội	[['Nhưng', 'vì', 'quá', 'nhút_nhát', ',', 'cậu', 'đã', 'không', 'dám', 'mời', 'cô', 'làm_bạn', 'nhảy', 'trong', 'vũ_hội']]
Cho Chang yêu Cedric Diggory, đối thủ của Harry trong cuộc thi Tam Pháp thuật và là người đã mời cô hôm đó	[['Cho', 'Chang', 'yêu', 'Cedric_Diggory', ',', 'đối_thủ', 'của', 'Harry', 'trong', 'cuộc', 'thi', 'Tam_Pháp', 'thuật', 'và', 'là', 'người', 'đã', 'mời', 'cô', 'hôm', 'đó']]
Còn ngoài đời thực, Katie Leung, 18 tuổi, và Daniel Radcliffe (16 tuổi) dính nhau như hình với bóng	[['Còn', 'ngoài', 'đời', 'thực', ',', 'Katie_Leung', ',', '18', 'tuổi', ',', 'và', 'Daniel_Radcliffe', '(', '16', 'tuổi', ')', 'dính', 'nhau', 'như_hình_với_bóng']]
Cô kể: Ngoài thời gian đóng phim và đi học, chúng tôi luôn đi chơi với nhau, đặc biệt là dịp cuối tuần	[['Cô', 'kể', ':', 'Ngoài', 'thời_gian', 'đóng', 'phim', 'và', 'đi', 'học', ',', 'chúng_tôi', 'luôn', 'đi', 'chơi', 'với', 'nhau', ',', 'đặc_biệt', 'là', 'dịp', 'cuối', 'tuần']]
Katie khen ngợi Daniel là một chàng trai điềm đạm và quan tâm đến mọi người	[['Katie', 'khen_ngợi', 'Daniel', 'là', 'một', 'chàng', 'trai', 'điềm_đạm', 'và', 'quan_tâm', 'đến', 'mọi', 'người']]
Cô nói: Anh ấy luôn hỏi tôi có khoẻ không và mời tôi uống nước	[['Cô', 'nói', ':', 'Anh', 'ấy', 'luôn', 'hỏi', 'tôi', 'có', 'khoẻ', 'không', 'và', 'mời', 'tôi', 'uống', 'nước']]
Trước đây, cô cũng rất thân thiết với Rupert Grint, người đóng vai Ron Wesley, bạn chí cốt của Harry tại trường Hogwarts	[['Trước_đây', ',', 'cô', 'cũng', 'rất', 'thân_thiết', 'với', 'Rupert_Grint', ',', 'người', 'đóng', 'vai', 'Ron_Wesley', ',', 'bạn', 'chí_cốt', 'của', 'Harry', 'tại', 'trường', 'Hogwarts']]
Sức mạnh từ sự kết hợp của hai người họ Trương	[['Sức_mạnh', 'từ', 'sự', 'kết_hợp', 'của', 'hai', 'người', 'họ', 'Trương']]
"Thập diện mai phục" gây sóng gió tại bản quốc, "Anh hùng" tạo kỷ lục về số lượng vé bán ra	[['"', 'Thập', 'diện', 'mai_phục', '"', 'gây', 'sóng_gió', 'tại', 'bản_quốc', ',', '"', 'Anh_hùng', '"', 'tạo', 'kỷ_lục', 'về', 'số_lượng', 'vé', 'bán', 'ra']]
Sự liên kết giữa Trương Nghệ Mưu và Trương Vệ Bình đã tạo nên sự kiện lớn trong làng điện ảnh, cũng như cho ra đời công nghệ quảng bá với tốc độ và quy mô lớn	[['Sự', 'liên_kết', 'giữa', 'Trương_Nghệ_Mưu', 'và', 'Trương_Vệ_Bình', 'đã', 'tạo', 'nên', 'sự_kiện', 'lớn', 'trong', 'làng', 'điện_ảnh', ',', 'cũng', 'như', 'cho', 'ra_đời', 'công_nghệ', 'quảng_bá', 'với', 'tốc_độ', 'và', 'quy_mô', 'lớn']]
Mối quan hệ bạn bè của hai người họ Trương đã kéo dài 15 năm	[['Mối', 'quan_hệ', 'bạn_bè', 'của', 'hai', 'người', 'họ', 'Trương', 'đã', 'kéo_dài', '15', 'năm']]
Năm 1996, Trương Nghệ Mưu gặp khó khăn lớn về tài chính khi thực hiện phim Có gì từ từ nói, Trương Vệ Bình không ngần ngại bỏ ra 26 triệu nhân dân tệ giúp người bạn hoàn thành	[['Năm', '1996', ',', 'Trương_Nghệ_Mưu', 'gặp', 'khó_khăn', 'lớn', 'về', 'tài_chính', 'khi', 'thực_hiện', 'phim', 'Có', 'gì', 'từ_từ', 'nói', ',', 'Trương_Vệ_Bình', 'không', 'ngần_ngại', 'bỏ', 'ra', '26', 'triệu', 'nhân_dân_tệ', 'giúp', 'người', 'bạn', 'hoàn_thành']]
Vệ Bình đã thành lập một công ty thương nghiệp điện ảnh do Trương Nghệ Mưu đứng tên, đầu tư cho phim của Trương từ Một cái cũng không thể thiếu cho đến bộ phim sắp ra mắt là Thiên lý tẩu đơn kỵ	[['Vệ_Bình', 'đã', 'thành_lập', 'một', 'công_ty', 'thương_nghiệp', 'điện_ảnh', 'do', 'Trương_Nghệ_Mưu', 'đứng_tên', ',', 'đầu_tư', 'cho', 'phim', 'của', 'Trương', 'từ', 'Một', 'cái', 'cũng', 'không_thể', 'thiếu', 'cho', 'đến', 'bộ', 'phim', 'sắp', 'ra_mắt', 'là', 'Thiên_lý', 'tẩu', 'đơn', 'kỵ']]
Anh hùng và Thập diện mai phục đã đem lại cho họ doanh thu khổng lồ, nhưng số tiền Trương Vệ Bình dám bỏ ra đầu tư cho phim cũng rất đáng kể	[['Anh', 'hùng', 'và', 'Thập', 'diện', 'mai_phục', 'đã', 'đem', 'lại', 'cho', 'họ', 'doanh_thu', 'khổng_lồ', ',', 'nhưng', 'số', 'tiền', 'Trương_Vệ_Bình', 'dám', 'bỏ', 'ra', 'đầu_tư', 'cho', 'phim', 'cũng', 'rất', 'đáng_kể']]
300 triệu nhân dân tệ để làm phim Thập diện mai phục, chưa kể hơn 20 triệu nhân dân tệ để làm công tác tuyên truyền	[['300', 'triệu', 'nhân_dân_tệ', 'để', 'làm', 'phim', 'Thập', 'diện', 'mai_phục', ',', 'chưa', 'kể', 'hơn', '20', 'triệu', 'nhân_dân_tệ', 'để', 'làm', 'công_tác', 'tuyên_truyền']]
Dường như không gì có thể ngăn cản Trương Vệ Bình khi ông quyết định đầu tư cho phim của Trương Nghệ Mưu	[['Dường_như', 'không', 'gì', 'có_thể', 'ngăn_cản', 'Trương_Vệ_Bình', 'khi', 'ông', 'quyết_định', 'đầu_tư', 'cho', 'phim', 'của', 'Trương_Nghệ_Mưu']]
Bộ phim sắp ra mắt tới đây của đạo diễn Trương cũng được Vệ Bình đầu tư 60 triệu nhân dân tệ	[['Bộ', 'phim', 'sắp', 'ra_mắt', 'tới', 'đây', 'của', 'đạo_diễn', 'Trương', 'cũng', 'được', 'Vệ_Bình', 'đầu_tư', '60', 'triệu', 'nhân_dân_tệ']]
Tháng 12/2002, khi Anh hùng được công chiếu, chỉ trong một tuần đã thu vào được 100 triệu nhân dân tệ, chiếm 1/4 tổng thu nhập từ các phòng vé của điện ảnh trong nước, tạo ra kỷ lục mới trong lịch sử điện ảnh Trung Quốc	[['Tháng', '12/2002', ',', 'khi', 'Anh_hùng', 'được', 'công_chiếu', ',', 'chỉ', 'trong', 'một', 'tuần', 'đã', 'thu', 'vào', 'được', '100', 'triệu', 'nhân_dân_tệ', ',', 'chiếm', '1/4', 'tổng', 'thu_nhập', 'từ', 'các', 'phòng', 'vé', 'của', 'điện_ảnh', 'trong', 'nước', ',', 'tạo', 'ra', 'kỷ_lục', 'mới', 'trong', 'lịch_sử', 'điện_ảnh', 'Trung_Quốc']]
Đến đầu tháng 12/2004, doanh thu của bộ phim này lên tới 250 triệu nhân dân tệ tính riêng thị trường trong nước và hơn 1 tỷ kiếm được từ thị trường bên ngoài	[['Đến', 'đầu', 'tháng', '12/2004', ',', 'doanh_thu', 'của', 'bộ', 'phim', 'này', 'lên', 'tới', '250', 'triệu', 'nhân_dân_tệ', 'tính', 'riêng', 'thị_trường', 'trong', 'nước', 'và', 'hơn', '1', 'tỷ', 'kiếm', 'được', 'từ', 'thị_trường', 'bên', 'ngoài']]
Điều này đã chứng minh thành công có được chính là nhờ sự phối hợp ăn ý giữa một đạo diễn và một nhà đầu tư phim	[['Điều', 'này', 'đã', 'chứng_minh', 'thành_công', 'có', 'được', 'chính', 'là', 'nhờ', 'sự', 'phối_hợp', 'ăn_ý', 'giữa', 'một', 'đạo_diễn', 'và', 'một', 'nhà_đầu_tư', 'phim']]
Những hòn đá lăn - rock show đầu tiên diễn ra vào ngày 11/11 tới đây kết hợp hai đại diện của hai dòng rock Hà Nội: Bức Tường - đại diện cho dòng hard rock đại chúng và The Light - một trong những đàn anh của rock Hà thành, đại diện cho những dòng nặng như heavy metal, thrash metal	[['Những', 'hòn', 'đá', 'lăn', '-', 'rock', 'show', 'đầu_tiên', 'diễn', 'ra', 'vào', 'ngày', '11/11', 'tới', 'đây', 'kết_hợp', 'hai', 'đại_diện', 'của', 'hai', 'dòng', 'rock', 'Hà_Nội', ':', 'Bức_Tường', '-', 'đại_diện', 'cho', 'dòng', 'hard', 'rock', 'đại_chúng', 'và', 'The_Light', '-', 'một', 'trong', 'những', 'đàn_anh', 'của', 'rock', 'Hà_thành', ',', 'đại_diện', 'cho', 'những', 'dòng', 'nặng', 'như', 'heavy', 'metal', ',', 'thrash', 'metal']]
