Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[[('Với', 'O'), ('chất', 'O'), ('giọng', 'O'), ('đẹp', 'O'), ('và', 'O'), ('phong_cách', 'O'), ('biểu_diễn', 'O'), ('"', 'O'), ('bốc_lửa', 'O'), ('"', 'O'), (',', 'O'), ('Ngọc_Anh', 'B-PER'), ('khá', 'O'), ('thành_công', 'O'), ('trên', 'O'), ('con', 'O'), ('đường', 'O'), ('ca_hát', 'O')]]
Anh Hùng thì làm nhạc, hòa âm cho tôi và luôn động viên an ủi	[[('Anh', 'O'), ('Hùng', 'B-PER'), ('thì', 'O'), ('làm', 'O'), ('nhạc', 'O'), (',', 'O'), ('hoà_âm', 'O'), ('cho', 'O'), ('tôi', 'O'), ('và', 'O'), ('luôn', 'O'), ('động_viên', 'O'), ('an_ủi', 'O')]]
Lúc nào anh cũng đứng trong cánh gà dõi theo khi tôi lên sân khấu hát	[[('Lúc_nào', 'O'), ('anh', 'O'), ('cũng', 'O'), ('đứng', 'O'), ('trong', 'O'), ('cánh_gà', 'O'), ('dõi', 'O'), ('theo', 'O'), ('khi', 'O'), ('tôi', 'O'), ('lên', 'O'), ('sân_khấu', 'O'), ('hát', 'O')]]
Anh nắm tay chia sẻ mọi niềm vui, nỗi buồn và những lúc mệt mỏi	[[('Anh', 'O'), ('nắm', 'O'), ('tay', 'O'), ('chia_sẻ', 'O'), ('mọi', 'O'), ('niềm', 'O'), ('vui', 'O'), (',', 'O'), ('nỗi', 'O'), ('buồn', 'O'), ('và', 'O'), ('những', 'O'), ('lúc', 'O'), ('mệt_mỏi', 'O')]]
Một phần thành công của tôi bắt đầu từ những điều như thế	[[('Một', 'O'), ('phần', 'O'), ('thành_công', 'O'), ('của', 'O'), ('tôi', 'O'), ('bắt_đầu', 'O'), ('từ', 'O'), ('những', 'O'), ('điều', 'O'), ('như_thế', 'O')]]
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	[[('-', 'O'), ('Người', 'O'), ('ta', 'O'), ('bảo', 'O'), ('tình_yêu', 'O'), ('có', 'O'), ('hai', 'O'), ('mặt', 'O'), (',', 'O'), ('nhưng', 'O'), ('dường_như', 'O'), ('cuộc_sống', 'O'), ('của', 'O'), ('chị', 'O'), ('nhiều', 'O'), ('màu', 'O'), ('hồng', 'O'), ('hơn', 'O')]]
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	[[('Tình_yêu', 'O'), ('của', 'O'), ('nghệ_sĩ', 'O'), ('thường', 'O'), ('lãng_mạn', 'O'), ('và', 'O'), ('đẹp', 'O'), ('hơn', 'O'), (',', 'O'), ('hay', 'O'), ('nghệ_sĩ', 'O'), ('yêu', 'O'), ('cũng', 'O'), ('khác', 'O'), ('người', 'O'), ('bình_thường', 'O'), ('?', 'O')]]
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	[[('Tình_yêu', 'O'), ('hai', 'O'), ('mặt', 'O'), ('là', 'O'), ('sự_thực', 'O'), ('dụng', 'O'), (',', 'O'), ('đến', 'O'), ('với', 'O'), ('nhau', 'O'), ('không', 'O'), ('bằng', 'O'), ('tình_cảm', 'O'), ('mà', 'O'), ('vì', 'O'), ('cái', 'O'), ('này', 'O'), ('cái', 'O'), ('nọ', 'O'), (',', 'O'), ('đã', 'O'), ('"', 'O'), ('cân_đong_đo_đếm', 'O'), ('"', 'O'), ('thì', 'O'), ('làm_sao', 'O'), ('có', 'O'), ('hạnh_phúc', 'O'), ('được', 'O'), ('mà', 'O'), ('đó', 'O'), ('chỉ', 'O'), ('là', 'O'), ('ảo_giác', 'O'), ('thôi', 'O')]]
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	[[('Khi', 'O'), ('còn', 'O'), ('sống', 'O'), ('"', 'O'), ('tung_tăng', 'O'), ('"', 'O'), ('thì', 'O'), ('khác', 'O'), ('nhưng', 'O'), ('đã', 'O'), ('quyết_định', 'O'), ('làm_bạn', 'O'), ('đời', 'O'), ('của', 'O'), ('nhau', 'O'), ('thì', 'O'), ('phải', 'O'), ('có', 'O'), ('trách_nhiệm', 'O'), ('cùng', 'O'), ('xây_dựng_gia_đình', 'O'), (',', 'O'), ('chăm_lo', 'O'), ('con_cái', 'O'), ('và', 'O'), ('hiếu_thảo', 'O'), ('với', 'O'), ('cha_mẹ', 'O')]]
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	[[('Tôi', 'O'), ('nghĩ', 'O'), ('trong', 'O'), ('tâm_hồn', 'O'), ('ai', 'O'), ('cũng', 'O'), ('có', 'O'), ('sự', 'O'), ('lãng_mạn', 'O'), (',', 'O'), ('nhưng', 'O'), ('tuỳ', 'O'), ('tính_cách', 'O'), ('mà', 'O'), ('nó', 'O'), ('bộc_lộ', 'O'), ('như_thế_nào', 'O')]]
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	[[('Tình_yêu', 'O'), ('của', 'O'), ('nghệ_sĩ', 'O'), ('hay', 'O'), ('ai', 'O'), ('cũng', 'O'), ('đều', 'O'), ('đẹp', 'O'), ('như', 'O'), ('nhau', 'O')]]
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	[[('-', 'O'), ('Sau', 'O'), ('giờ', 'O'), ('diễn', 'O'), ('trên', 'O'), ('sân_khấu', 'O'), ('và', 'O'), ('tất_bật', 'O'), ('trong', 'O'), ('việc', 'O'), ('kinh_doanh', 'O'), ('của', 'O'), ('công_ty', 'O'), ('nghệ_thuật', 'O'), ('Ngọc_Anh', 'B-PER'), (',', 'O'), ('chị', 'O'), ('thường', 'O'), ('dành', 'O'), ('thời_gian', 'O'), ('rảnh', 'O'), ('vào', 'O'), ('việc', 'O'), ('gì', 'O'), ('?', 'O')]]
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	[[('-', 'O'), ('Nấu', 'O'), ('những', 'O'), ('món', 'O'), ('ngon', 'O'), ('cho', 'O'), ('cả', 'O'), ('nhà', 'O'), (',', 'O'), ('sắm', 'O'), ('vài', 'O'), ('bộ_đồ', 'O'), ('mới', 'O'), ('cho', 'O'), ('anh', 'O'), ('Hùng', 'B-PER'), (',', 'O'), ('chăm_sóc', 'O'), ('thằng', 'O'), ('cu', 'O'), (',', 'O'), ('cùng', 'O'), ('mẹ', 'O'), ('Tường_Vi', 'B-PER'), ('dạy_học', 'O'), ('ở', 'O'), ('Trung_tâm', 'O'), ('Tình_thương', 'O')]]
Đó là niềm say mê của tôi sau ca hát và kinh doanh	[[('Đó', 'O'), ('là', 'O'), ('niềm', 'O'), ('say_mê', 'O'), ('của', 'O'), ('tôi', 'O'), ('sau', 'O'), ('ca_hát', 'O'), ('và', 'O'), ('kinh_doanh', 'O')]]
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	[[('Khi', 'O'), ('mọi', 'O'), ('người', 'O'), ('cùng', 'O'), ('vui_vẻ', 'O'), ('thưởng_thức', 'O'), ('ngon_lành', 'O'), ('những', 'O'), ('món', 'O'), ('mình', 'O'), ('cất_công', 'O'), ('nấu_nướng', 'O'), ('và', 'O'), ('mẹ', 'O'), ('hài_lòng', 'O'), (',', 'O'), ('tôi', 'O'), ('không', 'O'), ('cần', 'O'), ('gì', 'O'), ('hơn_nữa', 'O')]]
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	[[('Có', 'O'), ('lúc', 'O'), ('bản_thân', 'O'), ('ăn_mặc', 'O'), ('xuề_xoà', 'O'), ('nhưng', 'O'), ('khi', 'O'), ('anh', 'O'), ('Hùng', 'B-PER'), ('ra', 'O'), ('đường', 'O'), ('tôi', 'O'), ('chăm_chút', 'O'), ('từng', 'O'), ('cái', 'O'), ('áo', 'O')]]
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	[[('Tôi', 'O'), ('nghĩ', 'O'), (',', 'O'), ('đâu', 'O'), ('cần', 'O'), ('tìm', 'O'), ('hạnh_phúc', 'O'), ('ở', 'O'), ('đâu', 'O'), ('xa', 'O'), ('mà', 'O'), ('có_thể', 'O'), ('cảm_nhận', 'O'), ('nó', 'O'), ('ở', 'O'), ('ngay', 'O'), ('bên', 'O'), ('mình', 'O')]]
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	[[('-', 'O'), ('Sắp', 'O'), ('tới', 'O'), ('"', 'O'), ('người', 'O'), ('tham', 'O'), ('việc', 'O'), ('"', 'O'), ('như', 'O'), ('Ngọc_Anh', 'B-PER'), ('còn', 'O'), ('có', 'O'), ('kế_hoạch', 'O'), ('gì', 'O'), ('?', 'O')]]
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	[[('-', 'O'), ('Sau', 'O'), ('khi', 'O'), ('phát_hành', 'O'), ('album', 'O'), ('thứ', 'O'), ('4', 'O'), (',', 'O'), ('tôi', 'O'), ('nhận', 'O'), ('được', 'O'), ('khá', 'O'), ('nhiều', 'O'), ('phản_hồi', 'O'), ('của', 'O'), ('khán_giả', 'O'), ('trẻ', 'O')]]
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	[[('Tôi', 'O'), ('đang', 'O'), ('chuẩn_bị', 'O'), ('kế_hoạch', 'O'), ('đi', 'O'), ('biểu_diễn', 'O'), ('nhiều', 'O'), ('đại_học', 'O'), ('trong', 'O'), ('nước', 'O'), (',', 'O'), ('cùng', 'O'), ('anh', 'O'), ('Trần_Hùng', 'B-PER'), ('tổ_chức', 'O'), ('show', 'O'), ('diễn', 'O'), ('phục_vụ', 'O'), ('các', 'O'), ('bạn', 'O'), ('học_sinh', 'O'), (',', 'O'), ('sinh_viên', 'O')]]
Công việc hăng ngày ngốn khá nhiều thời gian nên tôi phải tranh thủ chọn nhạc và vào phòng thu, vì đang "âm mưu" thực hiện một sản phẩm độc đáo: Ngọc Anh và tình khúc Phú Quang II, dự kiến phát hành vào cuối năm nay	[[('Công_việc', 'O'), ('hăng', 'O'), ('ngày', 'O'), ('ngốn', 'O'), ('khá', 'O'), ('nhiều', 'O'), ('thời_gian', 'O'), ('nên', 'O'), ('tôi', 'O'), ('phải', 'O'), ('tranh_thủ', 'O'), ('chọn', 'O'), ('nhạc', 'O'), ('và', 'O'), ('vào', 'O'), ('phòng', 'O'), ('thu', 'O'), (',', 'O'), ('vì', 'O'), ('đang', 'O'), ('"', 'O'), ('âm_mưu', 'O'), ('"', 'O'), ('thực_hiện', 'O'), ('một', 'O'), ('sản_phẩm', 'O'), ('độc_đáo', 'O'), (':', 'O'), ('Ngọc_Anh', 'B-PER'), ('và', 'O'), ('tình_khúc', 'O'), ('Phú_Quang_II', 'B-PER'), (',', 'O'), ('dự_kiến', 'O'), ('phát_hành', 'O'), ('vào', 'O'), ('cuối', 'O'), ('năm', 'O'), ('nay', 'O')]]
Cuộc sống đôi lúc thăng trầm và thác ghềnh, bản thân mỗi người đều chưa hoàn thiện	[[('Cuộc_sống', 'O'), ('đôi_lúc', 'O'), ('thăng_trầm', 'O'), ('và', 'O'), ('thác', 'O'), ('ghềnh', 'O'), (',', 'O'), ('bản_thân', 'O'), ('mỗi', 'O'), ('người', 'O'), ('đều', 'O'), ('chưa', 'O'), ('hoàn_thiện', 'O')]]
Tôi cũng vậy, nhưng cứ sống lao động hết mình vì nghệ thuật và yêu thật nhiều, vì tình yêu là liều thuốc bổ mà	[[('Tôi', 'O'), ('cũng', 'O'), ('vậy', 'O'), (',', 'O'), ('nhưng', 'O'), ('cứ', 'O'), ('sống', 'O'), ('lao_động', 'O'), ('hết_mình', 'O'), ('vì', 'O'), ('nghệ_thuật', 'O'), ('và', 'O'), ('yêu', 'O'), ('thật', 'O'), ('nhiều', 'O'), (',', 'O'), ('vì', 'O'), ('tình_yêu', 'O'), ('là', 'O'), ('liều', 'O'), ('thuốc_bổ', 'O'), ('mà', 'O')]]
Cuộc hội ngộ tại Italy mang lại cho giới làm điện ảnh cơ hội lưu danh trong làng nghệ thuật, đồng thời là nơi lý tưởng để quảng bá cho các bộ phim bên ngoài nước Mỹ	[[('Cuộc', 'O'), ('hội_ngộ', 'O'), ('tại', 'O'), ('Italy', 'B-LOC'), ('mang', 'O'), ('lại', 'O'), ('cho', 'O'), ('giới', 'O'), ('làm', 'O'), ('điện_ảnh', 'O'), ('cơ_hội', 'O'), ('lưu_danh', 'O'), ('trong', 'O'), ('làng', 'O'), ('nghệ_thuật', 'O'), (',', 'O'), ('đồng_thời', 'O'), ('là', 'O'), ('nơi', 'O'), ('lý_tưởng', 'O'), ('để', 'O'), ('quảng_bá', 'O'), ('cho', 'O'), ('các', 'O'), ('bộ', 'O'), ('phim', 'O'), ('bên', 'O'), ('ngoài', 'O'), ('nước', 'O'), ('Mỹ', 'B-LOC')]]
Các ngôi sao của Hollywood cũng không bỏ lỡ cơ hội này để toả sáng tại rạp Lido	[[('Các', 'O'), ('ngôi_sao', 'O'), ('của', 'O'), ('Hollywood', 'B-ORG'), ('cũng', 'O'), ('không', 'O'), ('bỏ', 'O'), ('lỡ_cơ', 'O'), ('hội', 'O'), ('này', 'O'), ('để', 'O'), ('toả', 'O'), ('sáng', 'O'), ('tại', 'O'), ('rạp', 'B-LOC'), ('Lido', 'I-LOC')]]
Sự xuất hiện của các diễn viên hàng đầu thế giới trên thảm đỏ tại Venice khiến LHP tại thành phố kênh rạch quyến rũ này trở nên ngang tầm với cuộc so tài tại thành phố Cannes (Pháp), xét về độ hào nhoáng và quyến rũ	[[('Sự', 'O'), ('xuất_hiện', 'O'), ('của', 'O'), ('các', 'O'), ('diễn_viên', 'O'), ('hàng_đầu', 'O'), ('thế_giới', 'O'), ('trên', 'O'), ('thảm_đỏ', 'O'), ('tại', 'O'), ('Venice', 'B-LOC'), ('khiến', 'O'), ('LHP', 'O'), ('tại', 'O'), ('thành_phố', 'O'), ('kênh_rạch', 'O'), ('quyến_rũ', 'O'), ('này', 'O'), ('trở_nên', 'O'), ('ngang', 'O'), ('tầm', 'O'), ('với', 'O'), ('cuộc', 'O'), ('so', 'O'), ('tài', 'O'), ('tại', 'O'), ('thành_phố', 'B-LOC'), ('Cannes', 'I-LOC'), ('(', 'O'), ('Pháp', 'B-LOC'), (')', 'O'), (',', 'O'), ('xét', 'O'), ('về', 'O'), ('độ', 'O'), ('hào_nhoáng', 'O'), ('và', 'O'), ('quyến_rũ', 'O')]]
George Clooney, Russell Crowe, Renee Zellweger, Matt Damon và Monica Bellucci đều dành 5 phút cho các nhà báo thực hiện phỏng vấn gắn	[[('George_Clooney', 'B-PER'), (',', 'O'), ('Russell_Crowe', 'B-PER'), (',', 'O'), ('Renee_Zellweger', 'B-PER'), (',', 'O'), ('Matt_Damon', 'B-PER'), ('và', 'O'), ('Monica_Bellucci', 'B-PER'), ('đều', 'O'), ('dành', 'O'), ('5', 'O'), ('phút', 'O'), ('cho', 'O'), ('các', 'O'), ('nhà_báo', 'O'), ('thực_hiện', 'O'), ('phỏng_vấn', 'O'), ('gắn', 'O')]]
Chỉ có Gwyneth Paltrow lỡ hẹn với Venice vì máy bay của cô gặp trục trặc kỹ thuật	[[('Chỉ', 'O'), ('có', 'O'), ('Gwyneth_Paltrow', 'B-PER'), ('lỡ', 'O'), ('hẹn', 'O'), ('với', 'O'), ('Venice', 'B-LOC'), ('vì', 'O'), ('máy_bay', 'O'), ('của', 'O'), ('cô', 'O'), ('gặp', 'O'), ('trục_trặc', 'O'), ('kỹ_thuật', 'O')]]
Nhà bình luận điện ảnh Lee Marshall nói: Đây là bước chuẩn bị đầu tiên cho bữa tiệc Oscar	[[('Nhà', 'O'), ('bình_luận', 'O'), ('điện_ảnh', 'O'), ('Lee_Marshall', 'B-PER'), ('nói', 'O'), (':', 'O'), ('Đây', 'O'), ('là', 'O'), ('bước', 'O'), ('chuẩn_bị', 'O'), ('đầu_tiên', 'O'), ('cho', 'O'), ('bữa', 'O'), ('tiệc', 'O'), ('Oscar', 'O')]]
Mọi người tới tham dự LHP đều hy vọng, bộ phim của họ sẽ được đánh giá cao để họ có thể yên tâm tới dự lễ trao giải Quả cầu vàng và sau đó là Oscar	[[('Mọi', 'O'), ('người', 'O'), ('tới', 'O'), ('tham_dự', 'O'), ('LHP', 'O'), ('đều', 'O'), ('hy_vọng', 'O'), (',', 'O'), ('bộ', 'O'), ('phim', 'O'), ('của', 'O'), ('họ', 'O'), ('sẽ', 'O'), ('được', 'O'), ('đánh_giá', 'O'), ('cao', 'O'), ('để', 'O'), ('họ', 'O'), ('có_thể', 'O'), ('yên_tâm', 'O'), ('tới', 'O'), ('dự', 'O'), ('lễ', 'O'), ('trao', 'O'), ('giải', 'O'), ('Quả', 'O'), ('cầu', 'O'), ('vàng', 'O'), ('và', 'O'), ('sau', 'O'), ('đó', 'O'), ('là', 'O'), ('Oscar', 'O')]]
LHP Venice diễn ra trong thời điểm này được đánh giá là hợp lý vì giữ khoảng cách với giải Oscar được tổ chức vào tháng 2 hoặc tháng 3	[[('LHP', 'O'), ('Venice', 'O'), ('diễn', 'O'), ('ra', 'O'), ('trong', 'O'), ('thời_điểm', 'O'), ('này', 'O'), ('được', 'O'), ('đánh_giá', 'O'), ('là', 'O'), ('hợp_lý', 'O'), ('vì', 'O'), ('giữ', 'O'), ('khoảng_cách', 'O'), ('với', 'O'), ('giải', 'O'), ('Oscar', 'O'), ('được', 'O'), ('tổ_chức', 'O'), ('vào', 'O'), ('tháng', 'O'), ('2', 'O'), ('hoặc', 'O'), ('tháng', 'O'), ('3', 'O')]]
LHP Berlin trao giải trong tháng 2, quá sát nên ánh hào quang của tượng vàng sẽ che khuất Gấu bạc	[[('LHP', 'O'), ('Berlin', 'B-LOC'), ('trao', 'O'), ('giải', 'O'), ('trong', 'O'), ('tháng', 'O'), ('2', 'O'), (',', 'O'), ('quá', 'O'), ('sát', 'O'), ('nên', 'O'), ('ánh', 'O'), ('hào_quang', 'O'), ('của', 'O'), ('tượng', 'O'), ('vàng', 'O'), ('sẽ', 'O'), ('che_khuất', 'O'), ('Gấu', 'O'), ('bạc', 'O')]]
Còn LHP Cannes diễn ra vào tháng 5 nên không được mấy ai nhắc tới trong mùa Oscar	[[('Còn', 'O'), ('LHP', 'O'), ('Cannes', 'O'), ('diễn', 'O'), ('ra', 'O'), ('vào', 'O'), ('tháng', 'O'), ('5', 'O'), ('nên', 'O'), ('không', 'O'), ('được', 'O'), ('mấy_ai', 'O'), ('nhắc', 'O'), ('tới', 'O'), ('trong', 'O'), ('mùa', 'O'), ('Oscar', 'O')]]
Theo đánh giá của Lee Marshall, những phim nặng ký cho giải Sư tử vàng năm nay là Brokeback Mountain của đạo diễn Trung Quốc, Lý An, với các tài tử Jake Gyllenhaal, Heath Ledger, và Good Night And Good Luck của George Clooney	[[('Theo', 'O'), ('đánh_giá', 'O'), ('của', 'O'), ('Lee_Marshall', 'B-PER'), (',', 'O'), ('những', 'O'), ('phim', 'O'), ('nặng_ký', 'O'), ('cho', 'O'), ('giải', 'O'), ('Sư_tử', 'O'), ('vàng', 'O'), ('năm', 'O'), ('nay', 'O'), ('là', 'O'), ('Brokeback_Mountain', 'O'), ('của', 'O'), ('đạo_diễn', 'O'), ('Trung_Quốc', 'B-LOC'), (',', 'O'), ('Lý_An', 'B-PER'), (',', 'O'), ('với', 'O'), ('các', 'O'), ('tài_tử', 'O'), ('Jake_Gyllenhaal', 'B-PER'), (',', 'O'), ('Heath_Ledger', 'B-PER'), (',', 'O'), ('và', 'O'), ('Good_Night_And_Good', 'B-ORG'), ('Luck', 'I-ORG'), ('của', 'O'), ('George_Clooney', 'B-PER')]]
Nhiều đạo diễn cũng coi Venice là đất lành để những bộ phim nhỏ, sản xuất độc lập của họ được chào đón	[[('Nhiều', 'O'), ('đạo_diễn', 'O'), ('cũng', 'O'), ('coi', 'O'), ('Venice', 'B-LOC'), ('là', 'O'), ('đất', 'O'), ('lành', 'O'), ('để', 'O'), ('những', 'O'), ('bộ', 'O'), ('phim', 'O'), ('nhỏ', 'O'), (',', 'O'), ('sản_xuất', 'O'), ('độc_lập', 'O'), ('của', 'O'), ('họ', 'O'), ('được', 'O'), ('chào_đón', 'O')]]
Đạo diễn Steven Soderbergh nói: Tôi thấy khán giả châu Âu có phản ứng tích cực hơn với phim của chúng tôi so với khán giả Mỹ	[[('Đạo_diễn', 'O'), ('Steven_Soderbergh', 'B-PER'), ('nói', 'O'), (':', 'O'), ('Tôi', 'O'), ('thấy', 'O'), ('khán_giả', 'O'), ('châu_Âu', 'B-LOC'), ('có', 'O'), ('phản_ứng', 'O'), ('tích_cực', 'O'), ('hơn', 'O'), ('với', 'O'), ('phim', 'O'), ('của', 'O'), ('chúng_tôi', 'O'), ('so', 'O'), ('với', 'O'), ('khán_giả', 'O'), ('Mỹ', 'B-LOC')]]
Khán giả của cựu lục địa có xu hướng thay đổi tư duy để phù hợp với quan điểm nghệ thuật của bộ phim	[[('Khán_giả', 'O'), ('của', 'O'), ('cựu', 'O'), ('lục_địa', 'O'), ('có', 'O'), ('xu_hướng', 'O'), ('thay_đổi', 'O'), ('tư_duy', 'O'), ('để', 'O'), ('phù_hợp', 'O'), ('với', 'O'), ('quan_điểm', 'O'), ('nghệ_thuật', 'O'), ('của', 'O'), ('bộ', 'O'), ('phim', 'O')]]
Trong khi đó, người Mỹ muốn quan điểm nghệ thuật phải phù hợp với tư duy của họ	[[('Trong', 'O'), ('khi', 'O'), ('đó', 'O'), (',', 'O'), ('người', 'B-MISC'), ('Mỹ', 'I-MISC'), ('muốn', 'O'), ('quan_điểm', 'O'), ('nghệ_thuật', 'O'), ('phải', 'O'), ('phù_hợp', 'O'), ('với', 'O'), ('tư_duy', 'O'), ('của', 'O'), ('họ', 'O')]]
